age_group,gender,region,diet_type,bmi,sleep_hours,health_score
45-54,Female,West,Keto,38.36,5.05,52.32
45-54,Male,Southwest,Vegan,19.72,9.55,49.28
18-24,Female,Midwest,Omnivore,29.11,4.17,40.23
35-44,Female,Northeast,Omnivore,39.92,5.9,35.52
25-34,Female,Midwest,Omnivore,37.97,8.96,75.56
18-24,Female,Midwest,Vegan,32.79,7.76,51.48
35-44,Male,West,Omnivore,16.93,4.48,30.55
35-44,Female,Midwest,Vegetarian,22.86,5.43,75.55
55+,Male,Southwest,Omnivore,38.4,5.56,70.64
45-54,Male,Midwest,Vegetarian,28.91,5.63,79.57
18-24,Female,Midwest,Omnivore,25.74,9.54,64.55
55+,Male,Midwest,Omnivore,37.61,4.52,71.89
25-34,Male,Midwest,Keto,27.51,7.27,81.52
18-24,Female,Midwest,Omnivore,30.89,4.41,99.75
35-44,Male,Midwest,Vegetarian,40.03,7.3,90.31
55+,Male,Midwest,Vegetarian,30.55,7.11,79.86
18-24,Male,Northeast,Omnivore,37.41,9.34,52.01
18-24,Female,Northeast,Vegetarian,35.68,7.82,83.23
55+,Male,Northeast,Omnivore,19.62,9.5,31.06
55+,Male,West,Vegetarian,27.24,9.58,62.15
55+,Male,West,Keto,41.06,6.06,62.85
45-54,Male,West,Omnivore,16.75,7.95,47.46
25-34,Female,Northeast,Vegan,40.11,6.12,87.71
45-54,Male,Southeast,Vegetarian,34.24,8.87,60.7
45-54,Female,West,Keto,32.7,7.71,33.36
55+,Female,Northeast,Omnivore,23.44,7.67,97.45
35-44,Male,Northeast,Vegetarian,16.15,6.3,99.05
55+,Male,Midwest,Omnivore,33.34,9.08,72.64
55+,Male,Northeast,Keto,33.99,4.17,66.4
45-54,Female,West,Vegetarian,31.92,6.02,56.88
18-24,Female,Northeast,Vegetarian,29.11,4.82,78.56
25-34,Male,Northeast,Vegan,20,7.45,63.55
25-34,Male,West,Vegetarian,29.44,8.12,31.73
35-44,Male,Southwest,Keto,41.7,5.84,68.16
25-34,Female,Northeast,Omnivore,35.71,6.22,62.17
18-24,Female,Southeast,Vegetarian,19.46,8.02,73.48
45-54,Female,Southeast,Keto,17.86,9.6,75.05
35-44,Male,Southeast,Vegan,20.3,9.9,63.96
45-54,Female,Southwest,Omnivore,32.29,6.92,88.39
25-34,Female,Northeast,Omnivore,40.21,6.95,57.15
45-54,Female,Southeast,Vegetarian,30.08,7.75,82.38
18-24,Female,Southwest,Vegan,22.51,8.17,54.84
35-44,Male,Northeast,Vegan,34.59,4.42,75.43
25-34,Male,Southeast,Omnivore,29.16,8.6,88.49
35-44,Male,West,Vegan,20.74,6.29,37.87
35-44,Male,Southeast,Keto,35.64,7.67,59.04
25-34,Male,Southwest,Vegetarian,16.84,8.17,54.18
45-54,Male,West,Vegetarian,31.35,9.8,67.28
45-54,Male,West,Omnivore,32.69,6.08,39.93
35-44,Male,Southwest,Omnivore,29.22,7.57,86.89
18-24,Female,Northeast,Omnivore,39.98,5.52,83.23
25-34,Male,West,Vegan,34.19,8.6,47.36
18-24,Female,Southwest,Omnivore,37.49,4.31,80.07
45-54,Female,Southwest,Keto,34.98,4.9,54.99
45-54,Male,Southeast,Vegetarian,28.63,4.49,56.56
35-44,Male,Midwest,Vegetarian,19.81,8.28,65.83
55+,Female,Southwest,Vegetarian,28.55,7.99,31.69
45-54,Female,Southeast,Vegan,34.51,6.26,52.03
18-24,Male,Southeast,Omnivore,19.34,4.64,60.29
18-24,Female,Midwest,Omnivore,36.25,4.32,30.75
55+,Female,Midwest,Keto,32.37,5.73,85.44
25-34,Female,West,Keto,28.17,4.07,58.95
45-54,Female,Midwest,Omnivore,18.69,6.45,38.59
55+,Male,Southwest,Keto,30.85,5.07,92.83
55+,Male,Northeast,Vegetarian,18.73,7.65,54.89
35-44,Male,Southeast,Vegetarian,27.42,9,98.05
18-24,Male,Southeast,Keto,16.28,8.51,45.16
25-34,Female,Southeast,Omnivore,23.14,4.22,51.26
35-44,Male,West,Vegetarian,36.05,6.94,39.49
18-24,Female,Southwest,Vegetarian,26.73,8.27,88.4
18-24,Female,Midwest,Keto,33.07,8.56,63.11
18-24,Male,Southeast,Keto,37.03,9.35,78.28
45-54,Female,Midwest,Omnivore,26.57,6.75,80.85
25-34,Male,West,Vegetarian,23.74,5.67,89.38
25-34,Male,Southwest,Vegan,31.75,8.78,85.89
25-34,Female,Southwest,Keto,24.83,7.52,70.56
35-44,Female,Northeast,Omnivore,17.28,5.57,36.71
35-44,Female,West,Vegan,36.9,4.65,60.04
25-34,Female,Southwest,Keto,38.94,5.82,54.57
35-44,Male,Southeast,Omnivore,30.09,4.04,77.48
55+,Male,Midwest,Vegan,38.25,6.36,45.82
25-34,Male,West,Keto,19.6,6.14,32.25
18-24,Male,Northeast,Omnivore,38,5.03,92.73
25-34,Female,Southeast,Vegan,19.05,9.59,91.49
18-24,Female,Southwest,Vegetarian,38.83,7.62,63.51
45-54,Female,Southwest,Keto,36.8,6.63,40.76
25-34,Male,Southwest,Vegan,41.51,6.89,63.19
45-54,Male,Southeast,Vegan,30.84,4.29,48.69
45-54,Male,Southeast,Omnivore,16.15,5.25,37.44
18-24,Male,Northeast,Keto,16.14,4.31,96.22
25-34,Female,West,Keto,28.65,5.34,38.92
45-54,Male,Southwest,Vegetarian,17.97,8.71,85.86
35-44,Female,Midwest,Keto,17.68,9.68,90.3
55+,Male,Southwest,Keto,36.1,8.19,75.26
45-54,Male,West,Vegan,22.07,8.35,84.12
18-24,Female,West,Vegetarian,20.88,4.61,97.41
18-24,Male,West,Omnivore,27.9,5.88,50.11
35-44,Female,Southwest,Vegetarian,40.72,8.14,46.41
35-44,Female,Northeast,Keto,27.14,6.47,71.61
45-54,Female,Southeast,Vegan,31.34,9.3,57.18
25-34,Female,Southwest,Vegetarian,39.72,9.22,38.27
45-54,Female,Northeast,Vegan,38.5,8.27,99.5
25-34,Male,West,Omnivore,32.32,9.77,95.4
18-24,Male,Midwest,Omnivore,41.47,7.52,83.86
25-34,Male,Southeast,Keto,41.8,8.45,98.01
55+,Male,Southwest,Omnivore,31.88,8.8,45.99
55+,Female,West,Vegan,33.36,7.1,40.31
45-54,Male,Southwest,Keto,27.13,7.76,96.31
35-44,Male,Midwest,Omnivore,33.26,9.37,85.34
18-24,Male,Midwest,Vegetarian,21.3,9.72,33.21
18-24,Male,Northeast,Vegan,25.51,6.73,57.09
55+,Female,Midwest,Keto,24.11,4.04,41.37
18-24,Male,West,Omnivore,24.35,5.74,92.06
45-54,Female,West,Keto,36.62,4.88,41.56
25-34,Female,Southwest,Vegetarian,25.89,5.42,62.09
35-44,Male,Southeast,Omnivore,34.82,8.46,49.73
45-54,Male,Midwest,Vegetarian,31.8,7.46,47.99
25-34,Female,Southeast,Vegan,21.03,4.53,95.4
55+,Female,Southwest,Vegan,31.62,6.46,39.38
25-34,Male,Southeast,Vegan,39.34,5.32,41.18
18-24,Male,West,Omnivore,26.54,8.39,76.26
35-44,Male,Midwest,Vegetarian,25.52,8.95,69.36
55+,Male,Southeast,Vegan,26.39,4.03,98.91
55+,Male,Northeast,Keto,33.6,6.3,47.09
25-34,Female,Southeast,Omnivore,23.88,4.37,97.24
25-34,Female,West,Keto,37.87,4.28,60.48
18-24,Male,Midwest,Vegetarian,18.07,4.17,73.33
35-44,Female,Northeast,Vegan,39.77,7.69,40.43
25-34,Female,Midwest,Vegetarian,29.33,4.91,57.39
55+,Female,Midwest,Omnivore,17.67,7.32,36.3
18-24,Female,Northeast,Keto,28.76,8.54,93.95
55+,Male,Midwest,Keto,39.06,8.24,40.74
25-34,Male,West,Keto,28.75,8.96,97.92
45-54,Female,Southwest,Keto,23.53,8.58,87.02
45-54,Female,Southeast,Vegetarian,19.64,5.41,74.07
35-44,Male,Southeast,Omnivore,24.54,7.88,59.6
25-34,Male,West,Omnivore,19.83,9.12,51.66
45-54,Male,West,Omnivore,19.84,5.06,64.15
35-44,Female,Northeast,Vegetarian,41.02,5.37,95.29
18-24,Male,Midwest,Vegan,35.74,9.4,61.58
45-54,Male,Northeast,Vegan,30.43,9.23,61.46
45-54,Male,Northeast,Vegan,32.93,5.88,61.1
25-34,Male,Southeast,Vegan,21.59,8.32,70.62
45-54,Male,West,Keto,31.57,8.26,37.13
35-44,Female,Southeast,Omnivore,23.46,5.62,62.91
25-34,Male,West,Vegetarian,38.84,4.91,92.77
55+,Female,West,Omnivore,30.15,8.77,80.71
18-24,Male,Midwest,Vegan,21.04,8.39,64.98
45-54,Male,West,Vegan,33.91,7.94,35.12
25-34,Male,Southwest,Vegan,23.26,6.04,55.59
45-54,Female,Southeast,Vegetarian,20.19,8.87,69.49
25-34,Female,Midwest,Omnivore,26.49,7.43,71.96
55+,Male,Southwest,Vegetarian,35.18,5.35,69.8
55+,Female,Northeast,Keto,16.22,9.96,71.13
18-24,Male,Southeast,Keto,27.18,9.96,47.32
25-34,Female,Midwest,Omnivore,29.52,9.4,44.06
55+,Male,West,Vegan,23.89,7.3,88.3
25-34,Male,Southwest,Vegetarian,37.39,4.31,36.21
45-54,Male,Southwest,Vegan,17.38,8.03,95.89
45-54,Female,Midwest,Keto,26.82,9.12,69.25
25-34,Female,Northeast,Omnivore,29.2,5.91,82.63
18-24,Female,Midwest,Vegan,25.51,6.61,99.37
45-54,Female,Southwest,Vegetarian,19.12,9.46,38.62
25-34,Female,Midwest,Vegan,29.49,5.38,71.55
25-34,Female,Southeast,Vegan,31.9,6.74,30.89
55+,Male,Southeast,Keto,31.04,5.74,30.8
35-44,Male,Northeast,Vegan,31.38,4.18,30.08
25-34,Female,Northeast,Vegan,22.08,7.93,96.41
55+,Female,Southwest,Vegan,33.79,6.36,67.32
35-44,Female,Southeast,Vegetarian,29.25,4.12,91.2
18-24,Female,West,Vegetarian,41.34,9.8,64.55
45-54,Male,West,Keto,25.79,9.51,79.95
18-24,Male,Midwest,Vegan,29.38,7.26,38.15
35-44,Female,Southeast,Vegetarian,22.51,8.35,81.42
25-34,Male,Southeast,Vegetarian,20.7,4.32,91.34
18-24,Female,Southeast,Vegan,32.73,9.79,46.7
25-34,Female,Southeast,Vegan,27.76,5.06,45.48
45-54,Female,Southeast,Keto,32.75,6.44,82.77
35-44,Male,Midwest,Vegetarian,40.69,6.42,88.19
45-54,Female,Southeast,Vegetarian,36.64,5.01,30.8
25-34,Female,Southeast,Vegan,16.23,4.93,49.57
25-34,Male,Southwest,Vegan,35.01,5.13,79.44
45-54,Male,Northeast,Vegan,28.65,5.76,43.84
35-44,Male,Southeast,Keto,31.28,9.81,61.42
18-24,Male,Northeast,Keto,30.06,8.24,35.17
55+,Female,West,Vegetarian,34.28,4.68,70.51
25-34,Female,Southwest,Keto,25.92,9.4,91.48
45-54,Male,Southwest,Vegan,24.88,6.99,50.79
18-24,Female,Southeast,Vegan,21.36,4.84,35.71
18-24,Male,Southwest,Vegetarian,34.29,4.09,56.79
55+,Female,Southeast,Vegan,24.55,9.13,68.16
55+,Female,Midwest,Keto,22.56,4.31,32.48
55+,Female,Southeast,Vegetarian,36.07,4.11,75.66
45-54,Male,Southeast,Vegetarian,36.67,9.46,67.91
25-34,Female,West,Keto,35.21,5.49,57.26
45-54,Female,Northeast,Omnivore,21.68,7.31,30.7
18-24,Male,West,Keto,36.99,5.08,51.88
25-34,Male,Southwest,Keto,40.66,8.39,57.19
35-44,Male,West,Vegetarian,34.67,6.59,92.84
35-44,Male,Northeast,Keto,17.54,7.3,52.74
55+,Male,Northeast,Omnivore,31.9,8.98,54.17
55+,Male,Southeast,Omnivore,40.49,8.1,65.46
18-24,Male,Northeast,Vegetarian,31.14,4.41,44.89
25-34,Female,Northeast,Vegetarian,16.11,7.99,70.14
25-34,Female,Midwest,Vegan,35.85,5.81,45.8
45-54,Female,Northeast,Vegetarian,19.78,9.23,64.98
25-34,Male,Northeast,Vegetarian,41.41,8.3,35.83
35-44,Female,Southwest,Vegetarian,24.49,9.82,32.64
45-54,Female,Northeast,Vegan,34.81,7.62,69.98
45-54,Female,Northeast,Vegan,19.65,9.32,44.8
55+,Male,West,Omnivore,33.7,9.43,55.7
45-54,Female,Midwest,Keto,16.03,5.77,86.92
45-54,Female,Southwest,Keto,33.97,8.73,90.06
25-34,Female,Midwest,Vegetarian,17.06,5.98,80.9
55+,Male,Southwest,Keto,39.26,8.25,52.88
55+,Female,West,Vegan,19.99,9.22,69.27
25-34,Female,West,Omnivore,25.24,9.67,69.35
55+,Female,Midwest,Vegetarian,21.7,8.13,41.45
18-24,Female,West,Vegan,36.45,6.91,73.7
45-54,Male,Southeast,Vegan,36.76,8.39,33.56
18-24,Male,West,Vegetarian,40.05,7.76,55.13
35-44,Female,Northeast,Vegetarian,32.45,9.67,35.53
35-44,Female,Southeast,Vegetarian,35.88,6.04,90.58
25-34,Male,Southeast,Vegan,36.92,7.47,58.34
45-54,Male,Southwest,Keto,19.17,5.68,61.02
55+,Male,Southwest,Omnivore,19.73,5.94,67.61
45-54,Female,West,Vegetarian,31.89,4.35,50.98
45-54,Female,West,Vegan,21.58,7.72,52.73
45-54,Male,West,Keto,22.35,8.46,53.43
25-34,Female,Southwest,Vegan,33.91,4.17,75.58
35-44,Female,West,Vegetarian,23.93,6.67,70.93
25-34,Female,Southwest,Vegan,34.92,7.6,75.31
45-54,Female,Northeast,Vegan,20.58,5.62,85.09
25-34,Female,Southwest,Omnivore,17.48,7.29,52.95
18-24,Female,West,Omnivore,26.59,7.17,37.43
25-34,Male,Northeast,Vegan,19.44,4.34,69.17
25-34,Male,Midwest,Vegetarian,19.92,5.51,94.95
25-34,Female,Southwest,Keto,24.97,6.81,79.24
18-24,Female,Southwest,Omnivore,32.57,9.36,57.03
55+,Female,Northeast,Vegetarian,39.9,7.8,30.77
18-24,Male,West,Vegetarian,38.24,6.74,96.18
35-44,Female,Southwest,Keto,17.53,6.14,93.45
55+,Male,Southwest,Vegetarian,32.54,4.57,36.47
45-54,Female,Midwest,Omnivore,25.64,5.07,59.39
25-34,Female,Northeast,Omnivore,23.16,8.3,96.51
25-34,Male,Southeast,Vegan,38.18,5.59,81.16
18-24,Female,Midwest,Vegetarian,36.72,6.68,73.63
18-24,Male,Southwest,Vegan,26.68,4.54,78.26
35-44,Male,Southwest,Omnivore,37.65,5.12,40.46
35-44,Male,West,Vegetarian,34.64,7.37,55.06
45-54,Male,Midwest,Vegan,40.65,4.2,55.23
18-24,Female,Southeast,Vegetarian,33.63,9.55,89.92
18-24,Male,Northeast,Vegetarian,18.28,7.08,90.9
35-44,Male,Southeast,Omnivore,31.36,5.87,87.34
25-34,Female,Northeast,Vegan,30.8,4.77,94.07
18-24,Female,Midwest,Omnivore,34.62,6.15,37.87
18-24,Male,Southeast,Omnivore,31.25,4.11,89.44
18-24,Male,Northeast,Keto,18.32,4.01,85.33
35-44,Male,Northeast,Vegetarian,32.11,8.32,85.76
35-44,Male,Southeast,Vegetarian,26.2,7.77,48.29
25-34,Male,Northeast,Omnivore,28.35,9.49,50.16
45-54,Female,West,Vegan,34.1,5.76,64.41
35-44,Male,Midwest,Vegetarian,25.39,6.72,67.94
45-54,Female,West,Omnivore,27.09,4.65,42.26
18-24,Male,West,Vegetarian,34.73,5.56,81.52
35-44,Male,Midwest,Vegetarian,30.22,4.32,53.69
35-44,Female,Northeast,Omnivore,40.96,7.6,79.75
55+,Female,West,Vegan,37.43,9.7,42.3
35-44,Male,Northeast,Vegan,37.27,4.18,69.99
55+,Male,West,Vegan,21.28,4.54,72.27
55+,Male,Southwest,Vegetarian,35.26,8.12,50.46
35-44,Male,Northeast,Vegetarian,31.06,4.4,51.85
55+,Male,Northeast,Omnivore,27.51,5.38,91.22
45-54,Female,Southwest,Omnivore,28.55,9.2,86.11
55+,Female,Southeast,Vegetarian,29.8,4.86,67.54
55+,Female,Southwest,Keto,17.59,5.97,82.66
45-54,Male,Southwest,Vegan,35.1,4.85,47.08
45-54,Female,Southeast,Keto,22.26,4.34,98.33
18-24,Female,Southwest,Vegetarian,20.49,9.53,80.75
25-34,Female,West,Omnivore,38.55,9.93,38.14
45-54,Female,Southwest,Keto,30.18,8.41,88.7
18-24,Male,Midwest,Omnivore,39.09,9.27,43.48
18-24,Female,Midwest,Omnivore,20.77,5.76,53.66
25-34,Male,West,Keto,20.23,7.16,44.24
25-34,Female,Southeast,Vegetarian,21.7,5.12,72.04
45-54,Male,Midwest,Omnivore,30.53,8.55,43.47
18-24,Female,West,Vegetarian,27.63,5.13,38.04
18-24,Female,Midwest,Vegetarian,28.32,9.54,46.55
25-34,Female,West,Vegan,34.59,4.87,86.9
55+,Male,Northeast,Omnivore,21.92,9.19,45.52
18-24,Male,Southwest,Omnivore,22.96,9.45,68.93
55+,Male,West,Omnivore,28.43,8.91,83.71
45-54,Male,West,Vegetarian,40.3,5.98,98.76
25-34,Male,Southeast,Vegetarian,24.88,7.24,93
25-34,Male,Southwest,Vegan,20.7,9.42,86.82
18-24,Female,Midwest,Vegan,20,6.48,98.49
45-54,Female,Midwest,Keto,19.25,4.97,49.16
35-44,Female,West,Vegetarian,17.13,4.58,49.78
35-44,Female,Midwest,Omnivore,24.25,9.23,42.92
35-44,Female,Northeast,Omnivore,16.44,5.48,46.04
55+,Male,West,Vegetarian,19.42,7.5,77.93
18-24,Female,Southeast,Keto,29.41,8.74,91.47
55+,Male,Midwest,Keto,16.56,4.89,31.08
35-44,Male,Northeast,Omnivore,17.26,6.71,67.96
18-24,Male,Southeast,Vegan,31.78,4.17,46.03
55+,Male,Southwest,Keto,25.02,6.83,48.05
18-24,Female,Northeast,Vegetarian,28.72,5.62,70.71
45-54,Male,Southwest,Vegetarian,28.68,5.1,78.42
35-44,Female,Southeast,Vegetarian,38.82,9.25,62.49
45-54,Male,West,Omnivore,21.82,7.49,87.23
18-24,Female,Northeast,Keto,27.48,7.53,44.33
35-44,Male,Southeast,Vegetarian,23.01,7.65,78.11
35-44,Female,Northeast,Vegetarian,24.57,6.68,61.51
35-44,Male,Midwest,Keto,38.18,4.39,42.52
25-34,Male,Midwest,Vegetarian,22.94,8.1,85.35
35-44,Female,West,Vegan,27.73,8.9,93.47
45-54,Female,Southwest,Omnivore,36.61,4.26,46.09
18-24,Female,Midwest,Vegan,20.7,5.37,93.47
35-44,Male,West,Keto,41.26,8.85,32.99
35-44,Male,Northeast,Omnivore,18.01,7.03,46.26
18-24,Female,Southwest,Keto,26.2,7.17,90.72
55+,Male,Northeast,Keto,18.49,7.39,75.49
35-44,Female,Northeast,Vegetarian,22.35,8.32,60.6
25-34,Female,Northeast,Omnivore,19.8,5.03,38.9
25-34,Female,Southwest,Omnivore,36.01,7.87,71.51
55+,Female,West,Omnivore,20.26,9.9,37.17
35-44,Female,Southwest,Keto,34.05,9.18,42.84
35-44,Female,Southwest,Vegetarian,21.38,7.39,66.18
35-44,Male,Midwest,Keto,17.05,6.38,39.54
18-24,Female,Northeast,Vegan,27.5,5.87,95.61
45-54,Female,Southwest,Vegetarian,21.98,5.4,54.86
45-54,Female,Southwest,Vegan,18.54,7.08,58.8
18-24,Male,Southeast,Keto,29.91,9.99,39.82
18-24,Male,Midwest,Vegan,41.56,4.59,84.93
45-54,Female,West,Omnivore,35.57,6.46,97.4
35-44,Female,Southeast,Vegan,25.16,4.31,40.64
35-44,Male,Southwest,Keto,28.51,9.3,87.7
45-54,Female,West,Vegan,40.19,7.19,46.14
55+,Female,Southeast,Vegan,40.41,9.6,84.84
55+,Male,Southeast,Keto,32.96,7.74,68.36
18-24,Female,West,Vegan,20.31,4.5,73.16
45-54,Male,West,Omnivore,30.58,6.59,44.88
55+,Female,Northeast,Vegetarian,40.69,7.54,83.39
45-54,Male,Southeast,Keto,33.89,7.61,79.49
45-54,Female,Northeast,Vegan,34.87,4.32,55.77
45-54,Male,West,Vegan,16.48,7.51,33.81
25-34,Male,Northeast,Vegetarian,26.35,5.46,85.86
35-44,Female,Midwest,Omnivore,35.96,9.12,88.88
25-34,Male,Northeast,Vegan,36.26,6.16,70.87
55+,Female,Southeast,Vegan,16.79,9.07,68.13
25-34,Male,Southeast,Vegetarian,39.76,9.07,53.94
18-24,Female,Northeast,Keto,41.75,8.02,74.71
55+,Male,Northeast,Omnivore,29.8,6.75,75.43
55+,Male,Midwest,Vegan,36.56,9.48,84.33
18-24,Female,Southeast,Omnivore,16.53,9.44,68.98
25-34,Female,West,Keto,40.47,6.52,59.75
35-44,Female,Southeast,Vegetarian,23.44,9.26,76.83
25-34,Male,Southwest,Vegan,24.46,7.68,60.93
45-54,Female,Midwest,Vegan,41.13,4.33,88.42
45-54,Male,Midwest,Omnivore,39.99,6.51,85.9
55+,Female,Southeast,Keto,16.23,6.09,30.13
18-24,Male,Midwest,Vegetarian,22.21,9,46.25
18-24,Female,Midwest,Vegetarian,39.77,5.44,36.07
55+,Female,West,Keto,17.98,5.15,74.07
25-34,Female,Midwest,Keto,38.04,5.14,42.12
18-24,Male,West,Keto,24.69,6.52,60.66
18-24,Female,West,Vegan,34.13,6.36,67.3
25-34,Female,West,Vegan,21.67,4.87,42.1
35-44,Female,West,Vegetarian,35.97,7.85,97.37
25-34,Male,Southwest,Vegetarian,31.07,9.32,38.03
35-44,Male,Southwest,Keto,41.64,5.97,41.29
18-24,Female,Southwest,Omnivore,41.08,5.5,62.01
25-34,Female,West,Keto,34.76,7.84,72.03
55+,Female,Southeast,Vegetarian,24.24,8.75,70.15
35-44,Female,Southwest,Vegetarian,17.55,4.71,81.31
45-54,Female,Midwest,Keto,24.49,8.62,31.24
55+,Female,Midwest,Vegan,31.45,5.17,65.8
18-24,Male,Southeast,Keto,22.17,5.21,70.92
18-24,Female,West,Vegetarian,23.07,7.42,50.33
55+,Male,West,Keto,19.44,9.78,33.69
55+,Male,Southwest,Vegetarian,23.82,4.04,73.27
25-34,Male,West,Vegan,35.02,9.77,37.18
55+,Female,Northeast,Keto,31.92,8.02,94.22
35-44,Male,Midwest,Vegan,22.79,4.53,82.78
45-54,Male,Southeast,Vegetarian,19.61,5.59,74.68
35-44,Female,Midwest,Omnivore,19.9,7.15,54.97
35-44,Female,Southeast,Omnivore,36.62,6.86,51.09
55+,Male,Northeast,Omnivore,26.76,7.94,72.47
35-44,Male,West,Vegan,18.48,9.45,74.9
55+,Female,Northeast,Vegan,18.56,7.76,41.71
45-54,Male,West,Omnivore,22.1,4.32,59.17
35-44,Female,Midwest,Vegan,20.79,7.13,37.55
35-44,Female,Southwest,Vegetarian,27.99,6.6,64.46
25-34,Female,West,Omnivore,37.27,5.19,39.94
18-24,Female,Southwest,Omnivore,29.77,9.32,71.38
45-54,Male,Midwest,Keto,30.68,9.77,40.32
35-44,Female,West,Vegan,20.26,6.51,41.1
55+,Male,Northeast,Vegan,30.6,7.84,35
35-44,Male,Southeast,Vegan,29.76,4.95,91.41
55+,Female,Southwest,Vegan,36.32,6.59,61.72
55+,Female,Southwest,Omnivore,41.75,8.33,88.52
25-34,Male,Northeast,Vegan,41.94,9.32,78.69
18-24,Female,West,Vegan,24.91,6.7,88.48
25-34,Female,Northeast,Vegan,25.03,8.42,91.19
35-44,Female,Midwest,Vegan,30.51,5.66,82.71
25-34,Male,West,Omnivore,32.71,6.38,52.77
45-54,Female,West,Vegetarian,22.52,5.63,89.21
35-44,Male,Southeast,Omnivore,32.35,5.48,88.43
35-44,Female,Southwest,Keto,37.3,4.12,30.4
45-54,Female,West,Keto,23.29,5.86,90.03
35-44,Female,Southwest,Vegetarian,33.66,4.27,69.24
18-24,Female,Northeast,Keto,26.52,5.54,63.2
25-34,Female,Southwest,Keto,41.62,8.14,32.44
35-44,Male,West,Vegan,18.98,9.71,50.55
35-44,Male,Midwest,Vegetarian,33.18,5.53,52.32
55+,Male,Southeast,Keto,26.95,5.11,55.61
55+,Male,Southwest,Vegetarian,35.95,6.41,90.72
18-24,Female,Southwest,Keto,38.35,7.03,77.39
35-44,Female,Midwest,Vegan,33.14,7.32,53.48
35-44,Female,Midwest,Vegan,28.34,6.61,93.29
35-44,Male,Southwest,Omnivore,18.44,8.1,31.8
25-34,Female,Midwest,Omnivore,32.91,4.14,65.27
45-54,Male,Midwest,Keto,35.96,9.01,92.23
55+,Female,Southeast,Vegetarian,27.98,6.49,73.32
25-34,Female,Midwest,Keto,19.48,4.89,55.35
25-34,Female,Southwest,Vegan,33.31,4.47,57.68
35-44,Male,Southeast,Keto,35.41,7.16,54.72
18-24,Male,Northeast,Vegetarian,27.92,6.02,90.35
18-24,Female,Midwest,Keto,32.02,4.48,93.71
35-44,Male,Midwest,Keto,30.89,7.49,64.97
25-34,Female,Midwest,Omnivore,25.87,9.16,59.14
25-34,Female,Southeast,Vegan,23.71,4.36,87.75
45-54,Female,West,Omnivore,27.98,6.02,90.28
35-44,Male,West,Omnivore,16.26,9.01,97.74
18-24,Male,West,Omnivore,20.37,8.5,89.94
45-54,Female,Southeast,Vegan,24.38,8.14,60.09
25-34,Male,Midwest,Omnivore,25.32,9.8,56.6
35-44,Female,West,Vegetarian,33.97,7.74,42.6
45-54,Male,Northeast,Vegan,16.97,6.46,73.88
25-34,Female,West,Vegan,36.75,4.02,75.58
35-44,Female,Southeast,Vegetarian,28.08,7.73,37.43
55+,Male,Northeast,Omnivore,38.41,8.95,98.51
55+,Male,Northeast,Vegan,21.82,5.02,55.49
18-24,Female,Northeast,Omnivore,36.95,6.71,86.17
25-34,Male,Southeast,Vegetarian,22.25,7.3,69.49
18-24,Female,Southwest,Vegan,30.69,9.45,93.96
45-54,Male,West,Keto,22.8,4.84,38.47
18-24,Male,Midwest,Keto,28.88,5.94,96.83
45-54,Male,Midwest,Vegan,41.34,9,45.4
25-34,Female,Midwest,Keto,25.96,4.69,84.98
35-44,Male,West,Vegan,40.82,5.85,44.79
55+,Male,Midwest,Vegetarian,31.57,6.57,97.11
18-24,Male,Southwest,Keto,22.89,6.86,96.03
55+,Male,Northeast,Vegan,41.07,9.06,35.55
18-24,Female,Midwest,Omnivore,18.8,9.95,31.92
18-24,Female,West,Vegan,33.19,7.49,85.9
45-54,Female,Southwest,Keto,33.65,4.55,90.87
45-54,Female,Northeast,Vegan,41.07,8.79,75.75
25-34,Female,Southwest,Vegan,24.09,8.66,35.35
35-44,Female,Southwest,Vegetarian,26.29,8.92,68.17
55+,Female,Midwest,Vegetarian,39.58,6.46,40.93
18-24,Female,Midwest,Keto,27.45,4.17,82.72
45-54,Male,Southwest,Keto,18.57,8.93,73.46
45-54,Female,Midwest,Vegetarian,21.55,6.7,59.16
35-44,Male,Southeast,Vegetarian,28.31,4.49,70.49
25-34,Male,West,Keto,19.05,5.75,58.75
45-54,Male,Northeast,Vegetarian,17.7,7.44,74.61
45-54,Female,Southwest,Vegetarian,36.27,5.44,91.23
35-44,Male,Southwest,Keto,30.73,5.33,76.17
45-54,Female,Northeast,Keto,21.18,8.37,76.88
45-54,Female,Southeast,Omnivore,20.02,8.24,69.31
45-54,Male,Southwest,Keto,26.57,4.11,61.71
18-24,Female,Northeast,Keto,34.94,6.05,95.76
45-54,Female,Southwest,Omnivore,40.82,8.86,79.72
25-34,Female,Southeast,Vegan,25.83,8.7,44.34
45-54,Male,Midwest,Vegan,41.15,4.09,55.87
45-54,Male,Southeast,Keto,24.76,7.79,83.46
18-24,Female,West,Keto,16.71,4.36,39.97
45-54,Male,West,Omnivore,24.01,4.74,56.98
25-34,Female,Northeast,Keto,22.09,4.09,75.04
55+,Male,Southwest,Omnivore,17.94,8.8,75.23
18-24,Female,Southwest,Vegan,18.2,9.33,36.32
35-44,Female,West,Omnivore,29.27,6.11,80.94
55+,Female,Northeast,Vegan,22.79,9.61,60.7
55+,Female,Southwest,Vegan,23.78,5.13,90.18
35-44,Male,Southwest,Vegetarian,24.57,7.38,36.04
45-54,Male,Northeast,Omnivore,19.58,7.64,65.09
