year,month,index_name,country,close,monthly_return_pct,volatility_pct,market_phase
2012,Sep,DAX,Germany,5674.92,0,1.18,Recovery
2012,Oct,DAX,Germany,5713.5,-0.65,1.91,Recovery
2012,Nov,DAX,Germany,5812.36,-0.78,2,Recovery
2012,Dec,DAX,Germany,5757.93,0.42,2.3,Recovery
2013,Jan,DAX,Germany,5836.43,0.48,3.67,Bull Market
2013,Feb,DAX,Germany,5891.96,0.95,3.28,Bull Market
2013,Mar,DAX,Germany,5956.25,-0.67,2.53,Bull Market
2013,Apr,DAX,Germany,6173.09,0.86,2.57,Bull Market
2013,May,DAX,Germany,6460.32,-0.8,3.2,Bull Market
2013,Jun,DAX,Germany,6737.33,0.55,1.81,Bull Market
2013,Jul,DAX,Germany,6722.18,0.13,3.53,Bull Market
2013,Aug,DAX,Germany,6739.57,-0.53,4.3,Bull Market
2013,Sep,DAX,Germany,6759.49,-0.81,3.81,Bull Market
2013,Oct,DAX,Germany,6709.21,-0.52,1.48,Bull Market
2013,Nov,DAX,Germany,6684.76,0.84,3.56,Bull Market
2013,Dec,DAX,Germany,6981.96,0.69,3.86,Bull Market
2014,Jan,DAX,Germany,7032.41,0.75,3.04,Bull Market
2014,Feb,DAX,Germany,7083.01,0.39,2.02,Bull Market
2014,Mar,DAX,Germany,7024.49,-0.61,4.18,Bull Market
2014,Apr,DAX,Germany,7284.5,0.61,1.63,Bull Market
2014,May,DAX,Germany,7165.71,-0.21,3.12,Bull Market
2014,Jun,DAX,Germany,7345.09,0.41,2.91,Bull Market
2014,Jul,DAX,Germany,7395.37,0.29,2.02,Bull Market
2014,Aug,DAX,Germany,7423.66,-0.63,2.33,Bull Market
2014,Sep,DAX,Germany,7606.56,0,1.15,Bull Market
2014,Oct,DAX,Germany,7829.27,0.76,2.01,Bull Market
2014,Nov,DAX,Germany,7936.46,0.92,3.07,Bull Market
2014,Dec,DAX,Germany,7996.1,-0.37,1.41,Bull Market
2015,Jan,DAX,Germany,8064.51,-0.72,2.43,Volatility
2015,Feb,DAX,Germany,8155.36,0.25,2.07,Volatility
2015,Mar,DAX,Germany,8318.08,-0.42,3.38,Volatility
2015,Apr,DAX,Germany,8281.04,-0.96,2.79,Volatility
2015,May,DAX,Germany,8040.03,-0.63,4.49,Volatility
2015,Jun,DAX,Germany,7920.07,-0.03,2.1,Volatility
2015,Jul,DAX,Germany,8011.48,0.18,2.12,Volatility
2015,Aug,DAX,Germany,8020.54,0.17,2.41,Volatility
2015,Sep,DAX,Germany,8094.77,-0.8,3.71,Volatility
2015,Oct,DAX,Germany,8027.8,0.18,3.32,Volatility
2015,Nov,DAX,Germany,7963.03,0.6,3.59,Volatility
2015,Dec,DAX,Germany,7993.86,0,3.85,Volatility
2016,Jan,DAX,Germany,8084.69,-0.15,3.53,Recovery
2016,Feb,DAX,Germany,8392.45,-0.58,2.04,Recovery
2016,Mar,DAX,Germany,8350.13,0.25,3.52,Recovery
2016,Apr,DAX,Germany,8525.88,0.72,4.47,Recovery
2016,May,DAX,Germany,8756.45,-0.29,2.57,Recovery
2016,Jun,DAX,Germany,8746.53,0.09,1.99,Recovery
2016,Jul,DAX,Germany,8753.16,0.5,2.52,Recovery
2016,Aug,DAX,Germany,8628.7,-0.64,1.8,Recovery
2016,Sep,DAX,Germany,8826.72,-0.46,1.53,Recovery
2016,Oct,DAX,Germany,8880.53,0.85,4.17,Recovery
2016,Nov,DAX,Germany,9127.17,-0.4,3.49,Recovery
2016,Dec,DAX,Germany,9431.27,-0.76,2.93,Recovery
2017,Jan,DAX,Germany,9531.36,-0.81,2.64,Bull Market
2017,Feb,DAX,Germany,9480.51,-0.92,4.28,Bull Market
2017,Mar,DAX,Germany,9404.74,0.26,1.63,Bull Market
2017,Apr,DAX,Germany,9643.08,-0.34,3.2,Bull Market
2017,May,DAX,Germany,9997.78,-0.83,3.89,Bull Market
2017,Jun,DAX,Germany,10046.56,-0.23,1.89,Bull Market
2017,Jul,DAX,Germany,10001.78,-0.12,3.51,Bull Market
2017,Aug,DAX,Germany,10058.12,-0.48,1.5,Bull Market
2017,Sep,DAX,Germany,10182.51,0.41,3.59,Bull Market
2017,Oct,DAX,Germany,10654.06,-0.82,3.47,Bull Market
2017,Nov,DAX,Germany,10588.61,-0.12,3.44,Bull Market
2017,Dec,DAX,Germany,10649.95,-0.25,3.88,Bull Market
2018,Jan,DAX,Germany,10726.98,0.21,3.13,Trade War Jitters
2018,Feb,DAX,Germany,10455.09,0.41,1.68,Trade War Jitters
2018,Mar,DAX,Germany,10720.3,0.84,3.38,Trade War Jitters
2018,Apr,DAX,Germany,10478.62,-0.97,3.85,Trade War Jitters
2018,May,DAX,Germany,10629.05,-0.14,1.77,Trade War Jitters
2018,Jun,DAX,Germany,10489.68,0.95,2.65,Trade War Jitters
2018,Jul,DAX,Germany,10191.58,-0.95,2.86,Trade War Jitters
2018,Aug,DAX,Germany,10150.1,0.72,3.74,Trade War Jitters
2018,Sep,DAX,Germany,10147.3,-0.38,3.45,Trade War Jitters
2018,Oct,DAX,Germany,9913.31,-0.59,3.72,Trade War Jitters
2018,Nov,DAX,Germany,9593.4,-0.6,2.4,Trade War Jitters
2018,Dec,DAX,Germany,9363.67,-0.22,1.92,Trade War Jitters
2019,Jan,DAX,Germany,9400.85,-0.55,2.05,Bull Market
2019,Feb,DAX,Germany,9558.01,0.03,3.83,Bull Market
2019,Mar,DAX,Germany,9668.66,-0.6,2.84,Bull Market
2019,Apr,DAX,Germany,9689.95,-0.69,3.06,Bull Market
2019,May,DAX,Germany,9877.83,-0.12,2.04,Bull Market
2019,Jun,DAX,Germany,9905.28,0.5,3.94,Bull Market
2019,Jul,DAX,Germany,10414.04,-0.19,1.9,Bull Market
2019,Aug,DAX,Germany,10633.24,-0.95,3.8,Bull Market
2019,Sep,DAX,Germany,10887.86,0.09,3.21,Bull Market
2019,Oct,DAX,Germany,10807.26,0.56,1.77,Bull Market
2019,Nov,DAX,Germany,11363.52,-0.3,2.72,Bull Market
2019,Dec,DAX,Germany,11526.32,-0.8,3.53,Bull Market
2020,Jan,DAX,Germany,12014.71,-0.14,10.62,COVID Crash & Recovery
2020,Feb,DAX,Germany,12459.49,-0.3,8.67,COVID Crash & Recovery
2020,Mar,DAX,Germany,12764.58,-0.8,9.07,COVID Crash & Recovery
2020,Apr,DAX,Germany,12838.67,-0.37,9.96,COVID Crash & Recovery
2020,May,DAX,Germany,12935.94,-0.7,9.44,COVID Crash & Recovery
2020,Jun,DAX,Germany,13439.72,0.36,9.71,COVID Crash & Recovery
2020,Jul,DAX,Germany,13750.12,-0.4,9.27,COVID Crash & Recovery
2020,Aug,DAX,Germany,14283.77,-0.44,10.38,COVID Crash & Recovery
2020,Sep,DAX,Germany,14138.86,0.18,8.35,COVID Crash & Recovery
2020,Oct,DAX,Germany,13894.52,-0.36,9.54,COVID Crash & Recovery
2020,Nov,DAX,Germany,14172.74,-0.9,9.64,COVID Crash & Recovery
2020,Dec,DAX,Germany,14445.54,-0.47,9.45,COVID Crash & Recovery
2021,Jan,DAX,Germany,14320.64,0.54,3.19,Post-COVID Bull
2021,Feb,DAX,Germany,14279.29,-0.22,2.25,Post-COVID Bull
2021,Mar,DAX,Germany,14638.2,0.47,3.08,Post-COVID Bull
2021,Apr,DAX,Germany,14991.09,-0.32,2.5,Post-COVID Bull
2021,May,DAX,Germany,15538.97,0.73,2.14,Post-COVID Bull
2021,Jun,DAX,Germany,16076.09,-0.44,2.92,Post-COVID Bull
2021,Jul,DAX,Germany,16195.36,-0.81,4.52,Post-COVID Bull
2021,Aug,DAX,Germany,16117.08,-0.12,3.44,Post-COVID Bull
2021,Sep,DAX,Germany,16720.86,0.75,2.9,Post-COVID Bull
2021,Oct,DAX,Germany,17026.44,-0.18,2.64,Post-COVID Bull
2021,Nov,DAX,Germany,17277.22,0.3,4.22,Post-COVID Bull
2021,Dec,DAX,Germany,17783.56,0.74,2.85,Post-COVID Bull
2022,Jan,DAX,Germany,17144.52,0.07,2.34,Rate Hike Bear
2022,Feb,DAX,Germany,17337.5,-0.1,2.33,Rate Hike Bear
2022,Mar,DAX,Germany,16719.33,-0.99,4.5,Rate Hike Bear
2022,Apr,DAX,Germany,16119.29,-0.8,4.24,Rate Hike Bear
2022,May,DAX,Germany,15776.71,-0.44,2.86,Rate Hike Bear
2022,Jun,DAX,Germany,15665.71,-0.76,1.95,Rate Hike Bear
2022,Jul,DAX,Germany,15442.33,-0.21,3.59,Rate Hike Bear
2022,Aug,DAX,Germany,15224.83,-0.63,2.82,Rate Hike Bear
2022,Sep,DAX,Germany,15379.05,-0.49,3.64,Rate Hike Bear
2022,Oct,DAX,Germany,15274.6,-0.31,4.03,Rate Hike Bear
2022,Nov,DAX,Germany,15250.38,-0.02,1.53,Rate Hike Bear
2022,Dec,DAX,Germany,15139.55,-0.61,3.37,Rate Hike Bear
2023,Jan,DAX,Germany,15301.03,0.25,2.7,AI Bull
2023,Feb,DAX,Germany,15968.44,0.41,1.79,AI Bull
2023,Mar,DAX,Germany,16259.26,-0.45,1.49,AI Bull
2023,Apr,DAX,Germany,16123.23,-0.72,3.92,AI Bull
2023,May,DAX,Germany,16129.98,-0.64,4.2,AI Bull
2023,Jun,DAX,Germany,16017.41,0.41,1.87,AI Bull
2023,Jul,DAX,Germany,16304.09,0.65,2.85,AI Bull
2023,Aug,DAX,Germany,16857.77,-0.61,2.96,AI Bull
2023,Sep,DAX,Germany,17489.97,0.66,1.74,AI Bull
2023,Oct,DAX,Germany,17545.32,0.11,2,AI Bull
2023,Nov,DAX,Germany,17739.03,0.36,3.42,AI Bull
2023,Dec,DAX,Germany,18349.09,0.29,3.44,AI Bull
2024,Jan,DAX,Germany,18803.13,0.35,3.69,AI Bull
2024,Feb,DAX,Germany,18876.95,-0.61,3.34,AI Bull
2024,Mar,DAX,Germany,18668.97,-0.36,1.68,AI Bull
2024,Apr,DAX,Germany,18458.13,0.58,1.63,AI Bull
2024,May,DAX,Germany,18781.08,-0.45,1.69,AI Bull
2024,Jun,DAX,Germany,19145.73,0.67,4.35,AI Bull
2024,Jul,DAX,Germany,19899.14,0.94,2,AI Bull
2024,Aug,DAX,Germany,20658.58,0.7,1.59,AI Bull
2024,Sep,DAX,Germany,20692.9,0.73,1.88,AI Bull
2024,Oct,DAX,Germany,21297.63,0.54,4.23,AI Bull
2024,Nov,DAX,Germany,21074.85,0.26,1.38,AI Bull
2024,Dec,DAX,Germany,22051.39,-0.68,2.51,AI Bull
2000,Jan,Nikkei 225,Japan,14996.96,-0.92,2.77,Dot-com Peak
2000,Feb,Nikkei 225,Japan,15312.11,-0.91,4.56,Dot-com Peak
2000,Mar,Nikkei 225,Japan,15665.64,-0.04,3.75,Dot-com Peak
2000,Apr,Nikkei 225,Japan,15554.37,-0.78,4.46,Dot-com Peak
2000,May,Nikkei 225,Japan,15851.99,-0.07,2.2,Dot-com Peak
2000,Jun,Nikkei 225,Japan,15871.03,-0.41,3.72,Dot-com Peak
2000,Jul,Nikkei 225,Japan,16064.12,-0.96,2.94,Dot-com Peak
2000,Aug,Nikkei 225,Japan,16342.91,-0.23,1.34,Dot-com Peak
2000,Sep,Nikkei 225,Japan,16283.03,0.54,3.9,Dot-com Peak
2000,Oct,Nikkei 225,Japan,15973.59,0.59,3.73,Dot-com Peak
2000,Nov,Nikkei 225,Japan,16390.36,-0.49,1.47,Dot-com Peak
2000,Dec,Nikkei 225,Japan,16206.74,-0.36,2.92,Dot-com Peak
2001,Jan,Nikkei 225,Japan,16348.34,0.26,1.87,Dot-com Crash
2001,Feb,Nikkei 225,Japan,15834.28,-0.52,3.9,Dot-com Crash
2001,Mar,Nikkei 225,Japan,15423.97,-0.63,2.89,Dot-com Crash
2001,Apr,Nikkei 225,Japan,15032.53,0.81,2.24,Dot-com Crash
2001,May,Nikkei 225,Japan,14755.72,0.63,1.56,Dot-com Crash
2001,Jun,Nikkei 225,Japan,14460,-0.92,3.76,Dot-com Crash
2001,Jul,Nikkei 225,Japan,14390.19,0.26,1.82,Dot-com Crash
2001,Aug,Nikkei 225,Japan,14542.46,0.97,2.61,Dot-com Crash
2001,Sep,Nikkei 225,Japan,14059.29,0.79,2.19,Dot-com Crash
2001,Oct,Nikkei 225,Japan,13562.95,0.48,2.53,Dot-com Crash
2001,Nov,Nikkei 225,Japan,13231.02,-0.7,3.89,Dot-com Crash
2001,Dec,Nikkei 225,Japan,13109.4,-0.37,2.8,Dot-com Crash
2002,Jan,Nikkei 225,Japan,12915.53,0.54,4.12,Dot-com Crash
2002,Feb,Nikkei 225,Japan,12549.86,-0.74,1.97,Dot-com Crash
2002,Mar,Nikkei 225,Japan,12049.84,-0.22,2.71,Dot-com Crash
2002,Apr,Nikkei 225,Japan,12005.32,-0.47,4.3,Dot-com Crash
2002,May,Nikkei 225,Japan,11431.66,0.62,4.44,Dot-com Crash
2002,Jun,Nikkei 225,Japan,11324.62,-0.02,1.15,Dot-com Crash
2002,Jul,Nikkei 225,Japan,10764.22,0.23,2.45,Dot-com Crash
2002,Aug,Nikkei 225,Japan,10441.89,0.79,3.06,Dot-com Crash
2002,Sep,Nikkei 225,Japan,10171.33,0.54,1.93,Dot-com Crash
2002,Oct,Nikkei 225,Japan,9823.27,0.22,1.87,Dot-com Crash
2002,Nov,Nikkei 225,Japan,9877.95,-0.9,2.24,Dot-com Crash
2002,Dec,Nikkei 225,Japan,9734.88,0.86,1.73,Dot-com Crash
2003,Jan,Nikkei 225,Japan,9827.53,0.25,3.86,Recovery
2003,Feb,Nikkei 225,Japan,10010.77,-0.65,2.28,Recovery
2003,Mar,Nikkei 225,Japan,9930.87,-0.07,2.12,Recovery
2003,Apr,Nikkei 225,Japan,10371.66,0.02,2.48,Recovery
2003,May,Nikkei 225,Japan,10516.52,0.08,2.33,Recovery
2003,Jun,Nikkei 225,Japan,10759.31,-0.98,3.51,Recovery
2003,Jul,Nikkei 225,Japan,11033.06,-0.35,4.18,Recovery
2003,Aug,Nikkei 225,Japan,11552.53,-0.23,3.95,Recovery
2003,Sep,Nikkei 225,Japan,12025.32,0.2,3.71,Recovery
2003,Oct,Nikkei 225,Japan,12029.36,0.47,4.09,Recovery
2003,Nov,Nikkei 225,Japan,11963.42,-0.1,1.75,Recovery
2003,Dec,Nikkei 225,Japan,12516.52,-0.87,3.46,Recovery
2004,Jan,Nikkei 225,Japan,12943.01,-0.86,2.18,Bull Market
2004,Feb,Nikkei 225,Japan,13233.14,-0.21,1.55,Bull Market
2004,Mar,Nikkei 225,Japan,13163.12,-0.32,2.38,Bull Market
2004,Apr,Nikkei 225,Japan,13641.88,-0.73,1.62,Bull Market
2004,May,Nikkei 225,Japan,13622.32,-0.04,2.38,Bull Market
2004,Jun,Nikkei 225,Japan,13355.17,0.42,1.62,Bull Market
2004,Jul,Nikkei 225,Japan,13084.65,0.17,3.89,Bull Market
2004,Aug,Nikkei 225,Japan,13084.4,0.97,1.79,Bull Market
2004,Sep,Nikkei 225,Japan,13404.94,0.65,4.2,Bull Market
2004,Oct,Nikkei 225,Japan,13392.3,-0.19,1.39,Bull Market
2004,Nov,Nikkei 225,Japan,13538.41,0.04,3.83,Bull Market
2004,Dec,Nikkei 225,Japan,13763.87,0.06,3.12,Bull Market
2005,Jan,Nikkei 225,Japan,13903.99,-0.72,2.87,Bull Market
2005,Feb,Nikkei 225,Japan,14290.79,-0.91,3.45,Bull Market
2005,Mar,Nikkei 225,Japan,13938.06,0.51,4.2,Bull Market
2005,Apr,Nikkei 225,Japan,13848.17,0.4,4.03,Bull Market
2005,May,Nikkei 225,Japan,14279.97,0.87,3.76,Bull Market
2005,Jun,Nikkei 225,Japan,14729.12,0.08,3.06,Bull Market
2005,Jul,Nikkei 225,Japan,14705.57,0.01,2.46,Bull Market
2005,Aug,Nikkei 225,Japan,14354.9,0.39,3.91,Bull Market
2005,Sep,Nikkei 225,Japan,14051.19,0.97,2.86,Bull Market
2005,Oct,Nikkei 225,Japan,14172.08,-0.39,1.69,Bull Market
2005,Nov,Nikkei 225,Japan,14497.74,-0.05,3.94,Bull Market
2005,Dec,Nikkei 225,Japan,14789.31,0.93,4.37,Bull Market
2006,Jan,Nikkei 225,Japan,14733.01,-0.15,2.28,Bull Market
2006,Feb,Nikkei 225,Japan,14898.84,-0.2,1.72,Bull Market
2006,Mar,Nikkei 225,Japan,15417.16,-0.07,3.44,Bull Market
2006,Apr,Nikkei 225,Japan,15188.99,-0.97,3,Bull Market
2006,May,Nikkei 225,Japan,15398.16,0.49,4.23,Bull Market
2006,Jun,Nikkei 225,Japan,15201.69,0.69,3.09,Bull Market
2006,Jul,Nikkei 225,Japan,14919.49,-0.28,2.33,Bull Market
2006,Aug,Nikkei 225,Japan,14722.84,-0.28,1.3,Bull Market
2006,Sep,Nikkei 225,Japan,14453.61,-0.92,4.54,Bull Market
2006,Oct,Nikkei 225,Japan,14528.39,0.49,2.45,Bull Market
2006,Nov,Nikkei 225,Japan,14311.62,0.47,3.99,Bull Market
2006,Dec,Nikkei 225,Japan,14646.1,0.34,2.59,Bull Market
2007,Jan,Nikkei 225,Japan,14319.43,-0.17,3.02,Pre-GFC Peak
2007,Feb,Nikkei 225,Japan,14114.25,0.77,3.05,Pre-GFC Peak
2007,Mar,Nikkei 225,Japan,14414.07,-0.68,1.7,Pre-GFC Peak
2007,Apr,Nikkei 225,Japan,14666.42,-0.79,2.77,Pre-GFC Peak
2007,May,Nikkei 225,Japan,15012.98,0.45,1.56,Pre-GFC Peak
2007,Jun,Nikkei 225,Japan,14805.3,0.56,1.5,Pre-GFC Peak
2007,Jul,Nikkei 225,Japan,14867.71,0.01,3.8,Pre-GFC Peak
2007,Aug,Nikkei 225,Japan,14867.39,0.26,2.88,Pre-GFC Peak
2007,Sep,Nikkei 225,Japan,14505.09,0.21,4.03,Pre-GFC Peak
2007,Oct,Nikkei 225,Japan,14814.5,0.97,4.5,Pre-GFC Peak
2007,Nov,Nikkei 225,Japan,15177.23,-0.33,4.16,Pre-GFC Peak
2007,Dec,Nikkei 225,Japan,14965.2,0.53,3.17,Pre-GFC Peak
2008,Jan,Nikkei 225,Japan,14705.74,0.07,9.82,Global Financial Crisis
2008,Feb,Nikkei 225,Japan,14004.56,0.12,9.19,Global Financial Crisis
2008,Mar,Nikkei 225,Japan,13608.84,0.95,9.15,Global Financial Crisis
2008,Apr,Nikkei 225,Japan,13483.22,-0.87,10.84,Global Financial Crisis
2008,May,Nikkei 225,Japan,13287.82,0.61,10.94,Global Financial Crisis
2008,Jun,Nikkei 225,Japan,13085.87,-0.12,10.97,Global Financial Crisis
2008,Jul,Nikkei 225,Japan,12316,0.92,9.6,Global Financial Crisis
2008,Aug,Nikkei 225,Japan,12139.92,0.24,8.58,Global Financial Crisis
2008,Sep,Nikkei 225,Japan,11421.85,-0.15,9.99,Global Financial Crisis
2008,Oct,Nikkei 225,Japan,10837.01,0.88,8.74,Global Financial Crisis
2008,Nov,Nikkei 225,Japan,10680.33,-0.08,8.21,Global Financial Crisis
2008,Dec,Nikkei 225,Japan,10196.6,-0.3,10.11,Global Financial Crisis
2009,Jan,Nikkei 225,Japan,10679.91,-0.45,2.56,GFC Recovery
2009,Feb,Nikkei 225,Japan,10743,0.77,2.27,GFC Recovery
2009,Mar,Nikkei 225,Japan,10841.74,-0.88,1.84,GFC Recovery
2009,Apr,Nikkei 225,Japan,11266.86,0.7,1.8,GFC Recovery
2009,May,Nikkei 225,Japan,11789.14,-0.17,1.64,GFC Recovery
2009,Jun,Nikkei 225,Japan,11818.12,-0.66,3.02,GFC Recovery
2009,Jul,Nikkei 225,Japan,12064.99,-0.71,2.7,GFC Recovery
2009,Aug,Nikkei 225,Japan,12585.28,0.62,2.4,GFC Recovery
2009,Sep,Nikkei 225,Japan,12942.23,0.39,2.05,GFC Recovery
2009,Oct,Nikkei 225,Japan,13151.56,0.73,2.44,GFC Recovery
2009,Nov,Nikkei 225,Japan,13388.87,0.83,3.52,GFC Recovery
2009,Dec,Nikkei 225,Japan,13904.16,0.18,1.78,GFC Recovery
2010,Jan,Nikkei 225,Japan,13922.61,-0.69,4.2,Bull Market
2010,Feb,Nikkei 225,Japan,13681.39,0.57,1.71,Bull Market
2010,Mar,Nikkei 225,Japan,13672.26,0.34,3.9,Bull Market
2010,Apr,Nikkei 225,Japan,14075.63,0.89,3.07,Bull Market
2010,May,Nikkei 225,Japan,14348.41,0.08,3.15,Bull Market
2010,Jun,Nikkei 225,Japan,14766.64,0.99,2.74,Bull Market
2010,Jul,Nikkei 225,Japan,14962.01,-0.96,4.33,Bull Market
2010,Aug,Nikkei 225,Japan,15002.92,0.93,3.83,Bull Market
2010,Sep,Nikkei 225,Japan,15571.2,-0.67,2.18,Bull Market
2010,Oct,Nikkei 225,Japan,16022.88,-0.38,3.88,Bull Market
2010,Nov,Nikkei 225,Japan,15801.47,0.37,1.66,Bull Market
2010,Dec,Nikkei 225,Japan,15721.72,0.56,4.25,Bull Market
2011,Jan,Nikkei 225,Japan,15348.86,-0.35,2.11,Euro Debt Crisis
2011,Feb,Nikkei 225,Japan,14953.45,0.94,2.89,Euro Debt Crisis
2011,Mar,Nikkei 225,Japan,14951.76,0.65,4.2,Euro Debt Crisis
2011,Apr,Nikkei 225,Japan,14953.77,-0.15,3.71,Euro Debt Crisis
2011,May,Nikkei 225,Japan,15108.74,-0.22,3.33,Euro Debt Crisis
2011,Jun,Nikkei 225,Japan,15289.7,-0.98,3.85,Euro Debt Crisis
2011,Jul,Nikkei 225,Japan,15155.16,0.5,2.61,Euro Debt Crisis
2011,Aug,Nikkei 225,Japan,15154.84,-0.14,4.07,Euro Debt Crisis
2011,Sep,Nikkei 225,Japan,15057.31,-0.26,4.18,Euro Debt Crisis
2011,Oct,Nikkei 225,Japan,14609.78,0.01,3.13,Euro Debt Crisis
2011,Nov,Nikkei 225,Japan,14972.97,-0.07,3.2,Euro Debt Crisis
2011,Dec,Nikkei 225,Japan,15328.72,0.83,2.16,Euro Debt Crisis
2012,Jan,Nikkei 225,Japan,15203.91,0.69,1.69,Recovery
2012,Feb,Nikkei 225,Japan,15007.56,0.09,1.83,Recovery
2012,Mar,Nikkei 225,Japan,14742.12,0.45,2.92,Recovery
2012,Apr,Nikkei 225,Japan,15183.12,0.66,3.54,Recovery
2012,May,Nikkei 225,Japan,15477.93,0.29,2.94,Recovery
2012,Jun,Nikkei 225,Japan,15668.98,0.5,1.53,Recovery
2012,Jul,Nikkei 225,Japan,16297.23,0.54,4.38,Recovery
2012,Aug,Nikkei 225,Japan,16882.25,0.43,2.83,Recovery
2012,Sep,Nikkei 225,Japan,16692.54,0.54,1.85,Recovery
2012,Oct,Nikkei 225,Japan,17260.8,-0.91,4.61,Recovery
2012,Nov,Nikkei 225,Japan,16963.6,-0.1,3.28,Recovery
2012,Dec,Nikkei 225,Japan,16729.5,0.26,2.02,Recovery
2013,Jan,Nikkei 225,Japan,17553.41,-0.13,4.1,Bull Market
2013,Feb,Nikkei 225,Japan,17785.96,-0.09,1.66,Bull Market
2013,Mar,Nikkei 225,Japan,17702.73,0.72,3.33,Bull Market
2013,Apr,Nikkei 225,Japan,18484.29,0.4,3.15,Bull Market
2013,May,Nikkei 225,Japan,18805.17,-0.38,1.59,Bull Market
2013,Jun,Nikkei 225,Japan,19128.81,-0.35,2.73,Bull Market
2013,Jul,Nikkei 225,Japan,19569.2,-0.28,4.01,Bull Market
2013,Aug,Nikkei 225,Japan,20406.53,-0.96,2.74,Bull Market
2013,Sep,Nikkei 225,Japan,21158.51,0.18,1.58,Bull Market
2013,Oct,Nikkei 225,Japan,21967.77,0.19,4.01,Bull Market
2013,Nov,Nikkei 225,Japan,22828.01,-0.46,2.22,Bull Market
2013,Dec,Nikkei 225,Japan,23086.69,-0.84,3.42,Bull Market
2014,Jan,Nikkei 225,Japan,23669.63,0.01,3.16,Bull Market
2014,Feb,Nikkei 225,Japan,24557.27,0.65,2.5,Bull Market
2014,Mar,Nikkei 225,Japan,24962.66,0.15,2.77,Bull Market
2014,Apr,Nikkei 225,Japan,25627.38,-0.76,3.91,Bull Market
2014,May,Nikkei 225,Japan,26193.58,-0.18,1.32,Bull Market
2014,Jun,Nikkei 225,Japan,26141.39,-0.2,4.07,Bull Market
2014,Jul,Nikkei 225,Japan,26949.47,0.79,4.14,Bull Market
2014,Aug,Nikkei 225,Japan,27878.28,0.04,2.8,Bull Market
2014,Sep,Nikkei 225,Japan,27526.51,-0.3,1.85,Bull Market
2014,Oct,Nikkei 225,Japan,28556.93,-0.75,3.14,Bull Market
2014,Nov,Nikkei 225,Japan,29623.5,-0.26,2.89,Bull Market
2014,Dec,Nikkei 225,Japan,29716.5,-0.2,3.18,Bull Market
2015,Jan,Nikkei 225,Japan,29142.12,-0.41,2.98,Volatility
2015,Feb,Nikkei 225,Japan,28474.64,-0.32,3.05,Volatility
2015,Mar,Nikkei 225,Japan,27722.62,0.88,4.53,Volatility
2015,Apr,Nikkei 225,Japan,28348.25,-0.11,3.23,Volatility
2015,May,Nikkei 225,Japan,28421.4,-1,3.28,Volatility
2015,Jun,Nikkei 225,Japan,29180.35,0.31,4.15,Volatility
2015,Jul,Nikkei 225,Japan,28567.45,-0.63,3.6,Volatility
2015,Aug,Nikkei 225,Japan,28599.86,0.78,2.32,Volatility
2015,Sep,Nikkei 225,Japan,28973.23,-0.5,2.85,Volatility
2015,Oct,Nikkei 225,Japan,29284.56,0.27,3.81,Volatility
2015,Nov,Nikkei 225,Japan,29784.11,0.53,2.86,Volatility
2015,Dec,Nikkei 225,Japan,30102.94,0.08,2.09,Volatility
2016,Jan,Nikkei 225,Japan,30186.69,0.79,1.63,Recovery
2016,Feb,Nikkei 225,Japan,30458.03,0.7,3.19,Recovery
2016,Mar,Nikkei 225,Japan,30342.02,0.03,3.1,Recovery
2016,Apr,Nikkei 225,Japan,30680.88,-0.42,4.29,Recovery
2016,May,Nikkei 225,Japan,31629.24,-0.5,2.41,Recovery
2016,Jun,Nikkei 225,Japan,30971.8,0.62,4.13,Recovery
2016,Jul,Nikkei 225,Japan,31286.41,0.9,2.78,Recovery
2016,Aug,Nikkei 225,Japan,32263.13,-0.08,1.92,Recovery
2016,Sep,Nikkei 225,Japan,31783.83,0.83,2.48,Recovery
2016,Oct,Nikkei 225,Japan,31448.49,0.99,3.15,Recovery
2016,Nov,Nikkei 225,Japan,31615.73,-0.35,3.9,Recovery
2016,Dec,Nikkei 225,Japan,31061.25,0.29,3.45,Recovery
2017,Jan,Nikkei 225,Japan,32298.13,0.12,3.51,Bull Market
2017,Feb,Nikkei 225,Japan,32980.23,-0.68,3.85,Bull Market
2017,Mar,Nikkei 225,Japan,33519.05,-0.72,4.48,Bull Market
2017,Apr,Nikkei 225,Japan,34920.09,0.37,4.08,Bull Market
2017,May,Nikkei 225,Japan,35151.17,-0.21,3.95,Bull Market
2017,Jun,Nikkei 225,Japan,35035.65,-0.16,2.18,Bull Market
2017,Jul,Nikkei 225,Japan,35823.21,0.66,3.34,Bull Market
2017,Aug,Nikkei 225,Japan,35732.38,0.88,2.81,Bull Market
2017,Sep,Nikkei 225,Japan,35704.42,0.31,1.87,Bull Market
2017,Oct,Nikkei 225,Japan,36662.28,-0.86,3.1,Bull Market
2017,Nov,Nikkei 225,Japan,37275.05,-0.58,4.07,Bull Market
2017,Dec,Nikkei 225,Japan,38313.42,0.19,1.16,Bull Market
2018,Jan,Nikkei 225,Japan,38860.02,-0.09,1.85,Trade War Jitters
2018,Feb,Nikkei 225,Japan,37893.59,0.89,4.45,Trade War Jitters
2018,Mar,Nikkei 225,Japan,37233.09,0.95,4.55,Trade War Jitters
2018,Apr,Nikkei 225,Japan,37316.65,-0.82,2.27,Trade War Jitters
