year,region,sector,fuel_type,emissions_mt,gdp_billion,population_million
2011,Europe,Industry,Natural Gas,195.4,26180,765.9
2011,Europe,Industry,Renewables,548.4,26180,765.9
2011,Europe,Industry,Nuclear,34.7,26180,765.9
2011,Europe,Transport,Coal,130.6,26180,765.9
2011,Europe,Transport,Oil,167.8,26180,765.9
2011,Europe,Transport,Natural Gas,176.8,26180,765.9
2011,Europe,Transport,Renewables,468.9,26180,765.9
2011,Europe,Transport,Nuclear,31.7,26180,765.9
2011,Europe,Buildings,Coal,64,26180,765.9
2011,Europe,Buildings,Oil,82.1,26180,765.9
2011,Europe,Buildings,Natural Gas,87.1,26180,765.9
2011,Europe,Buildings,Renewables,241.9,26180,765.9
2011,Europe,Buildings,Nuclear,15.6,26180,765.9
2011,Europe,Agriculture,Coal,51.9,26180,765.9
2011,Europe,Agriculture,Oil,65.7,26180,765.9
2011,Europe,Agriculture,Natural Gas,71.8,26180,765.9
2011,Europe,Agriculture,Renewables,195.5,26180,765.9
2011,Europe,Agriculture,Nuclear,12.2,26180,765.9
2012,Europe,Energy,Coal,253.3,26652,766.7
2012,Europe,Energy,Oil,320.4,26652,766.7
2012,Europe,Energy,Natural Gas,345.9,26652,766.7
2012,Europe,Energy,Renewables,962.1,26652,766.7
2012,Europe,Energy,Nuclear,64,26652,766.7
2012,Europe,Industry,Coal,139.1,26652,766.7
2012,Europe,Industry,Oil,187.3,26652,766.7
2012,Europe,Industry,Natural Gas,184.6,26652,766.7
2012,Europe,Industry,Renewables,527.6,26652,766.7
2012,Europe,Industry,Nuclear,33.3,26652,766.7
2012,Europe,Transport,Coal,119.9,26652,766.7
2012,Europe,Transport,Oil,162.7,26652,766.7
2012,Europe,Transport,Natural Gas,169,26652,766.7
2012,Europe,Transport,Renewables,486.2,26652,766.7
2012,Europe,Transport,Nuclear,30.4,26652,766.7
2012,Europe,Buildings,Coal,60.8,26652,766.7
2012,Europe,Buildings,Oil,82,26652,766.7
2012,Europe,Buildings,Natural Gas,89.2,26652,766.7
2012,Europe,Buildings,Renewables,241.2,26652,766.7
2012,Europe,Buildings,Nuclear,16.2,26652,766.7
2012,Europe,Agriculture,Coal,48.6,26652,766.7
2012,Europe,Agriculture,Oil,64.9,26652,766.7
2012,Europe,Agriculture,Natural Gas,71.1,26652,766.7
2012,Europe,Agriculture,Renewables,197.2,26652,766.7
2012,Europe,Agriculture,Nuclear,12.9,26652,766.7
2013,Europe,Energy,Coal,230.6,27131,767.4
2013,Europe,Energy,Oil,320.8,27131,767.4
2013,Europe,Energy,Natural Gas,352.5,27131,767.4
2013,Europe,Energy,Renewables,1024,27131,767.4
2013,Europe,Energy,Nuclear,60.7,27131,767.4
2013,Europe,Industry,Coal,131.4,27131,767.4
2013,Europe,Industry,Oil,172.3,27131,767.4
2013,Europe,Industry,Natural Gas,184.8,27131,767.4
2013,Europe,Industry,Renewables,544.5,27131,767.4
2013,Europe,Industry,Nuclear,34,27131,767.4
2013,Europe,Transport,Coal,116.1,27131,767.4
2013,Europe,Transport,Oil,166.6,27131,767.4
2013,Europe,Transport,Natural Gas,165.9,27131,767.4
2013,Europe,Transport,Renewables,518.9,27131,767.4
2013,Europe,Transport,Nuclear,32.3,27131,767.4
2013,Europe,Buildings,Coal,59.8,27131,767.4
2013,Europe,Buildings,Oil,80.7,27131,767.4
2013,Europe,Buildings,Natural Gas,86.7,27131,767.4
2013,Europe,Buildings,Renewables,253.8,27131,767.4
2013,Europe,Buildings,Nuclear,16.1,27131,767.4
2013,Europe,Agriculture,Coal,45.8,27131,767.4
2013,Europe,Agriculture,Oil,66.7,27131,767.4
2013,Europe,Agriculture,Natural Gas,67.3,27131,767.4
2013,Europe,Agriculture,Renewables,196.6,27131,767.4
2013,Europe,Agriculture,Nuclear,12.4,27131,767.4
2014,Europe,Energy,Coal,219.8,27620,768.2
2014,Europe,Energy,Oil,319.8,27620,768.2
2014,Europe,Energy,Natural Gas,344.3,27620,768.2
2014,Europe,Energy,Renewables,1002.1,27620,768.2
2014,Europe,Energy,Nuclear,65,27620,768.2
2014,Europe,Industry,Coal,116.3,27620,768.2
2014,Europe,Industry,Oil,171.1,27620,768.2
2014,Europe,Industry,Natural Gas,179.8,27620,768.2
2014,Europe,Industry,Renewables,566.4,27620,768.2
2014,Europe,Industry,Nuclear,34.9,27620,768.2
2014,Europe,Transport,Coal,110.7,27620,768.2
2014,Europe,Transport,Oil,154.7,27620,768.2
2014,Europe,Transport,Natural Gas,166.3,27620,768.2
2014,Europe,Transport,Renewables,522.5,27620,768.2
2014,Europe,Transport,Nuclear,31.2,27620,768.2
2014,Europe,Buildings,Coal,53.5,27620,768.2
2014,Europe,Buildings,Oil,78.6,27620,768.2
2014,Europe,Buildings,Natural Gas,85.2,27620,768.2
2014,Europe,Buildings,Renewables,269.3,27620,768.2
2014,Europe,Buildings,Nuclear,15.4,27620,768.2
2014,Europe,Agriculture,Coal,44.2,27620,768.2
2014,Europe,Agriculture,Oil,63.3,27620,768.2
2014,Europe,Agriculture,Natural Gas,69,27620,768.2
2014,Europe,Agriculture,Renewables,199.4,27620,768.2
2014,Europe,Agriculture,Nuclear,13.1,27620,768.2
2015,Europe,Energy,Coal,206.1,28117,769
2015,Europe,Energy,Oil,298.2,28117,769
2015,Europe,Energy,Natural Gas,328.4,28117,769
2015,Europe,Energy,Renewables,1045.2,28117,769
2015,Europe,Energy,Nuclear,64.8,28117,769
2015,Europe,Industry,Coal,111.4,28117,769
2015,Europe,Industry,Oil,176.3,28117,769
2015,Europe,Industry,Natural Gas,182,28117,769
2015,Europe,Industry,Renewables,584.8,28117,769
2015,Europe,Industry,Nuclear,34.2,28117,769
2015,Europe,Transport,Coal,99.6,28117,769
2015,Europe,Transport,Oil,150.9,28117,769
2015,Europe,Transport,Natural Gas,172.7,28117,769
2015,Europe,Transport,Renewables,525.7,28117,769
2015,Europe,Transport,Nuclear,32.1,28117,769
2015,Europe,Buildings,Coal,53.3,28117,769
2015,Europe,Buildings,Oil,74.5,28117,769
2015,Europe,Buildings,Natural Gas,85,28117,769
2015,Europe,Buildings,Renewables,260,28117,769
2015,Europe,Buildings,Nuclear,15.3,28117,769
2015,Europe,Agriculture,Coal,40.8,28117,769
2015,Europe,Agriculture,Oil,60.1,28117,769
2015,Europe,Agriculture,Natural Gas,69.8,28117,769
2015,Europe,Agriculture,Renewables,215,28117,769
2015,Europe,Agriculture,Nuclear,13,28117,769
2016,Europe,Energy,Coal,189.9,28623,769.7
2016,Europe,Energy,Oil,305.8,28623,769.7
2016,Europe,Energy,Natural Gas,329.3,28623,769.7
2016,Europe,Energy,Renewables,1073.7,28623,769.7
2016,Europe,Energy,Nuclear,61.2,28623,769.7
2016,Europe,Industry,Coal,110.3,28623,769.7
2016,Europe,Industry,Oil,166.6,28623,769.7
2016,Europe,Industry,Natural Gas,182.4,28623,769.7
2016,Europe,Industry,Renewables,601.8,28623,769.7
2016,Europe,Industry,Nuclear,35.2,28623,769.7
2016,Europe,Transport,Coal,93.8,28623,769.7
2016,Europe,Transport,Oil,144.6,28623,769.7
2016,Europe,Transport,Natural Gas,166.8,28623,769.7
2016,Europe,Transport,Renewables,545.7,28623,769.7
2016,Europe,Transport,Nuclear,31.4,28623,769.7
2016,Europe,Buildings,Coal,48.3,28623,769.7
2016,Europe,Buildings,Oil,77.3,28623,769.7
2016,Europe,Buildings,Natural Gas,84.1,28623,769.7
2016,Europe,Buildings,Renewables,259.7,28623,769.7
2016,Europe,Buildings,Nuclear,15.9,28623,769.7
2016,Europe,Agriculture,Coal,37.3,28623,769.7
2016,Europe,Agriculture,Oil,61.3,28623,769.7
2016,Europe,Agriculture,Natural Gas,65.1,28623,769.7
2016,Europe,Agriculture,Renewables,210.7,28623,769.7
2016,Europe,Agriculture,Nuclear,13.1,28623,769.7
2017,Europe,Energy,Coal,187.7,29138,770.5
2017,Europe,Energy,Oil,298.9,29138,770.5
2017,Europe,Energy,Natural Gas,320.3,29138,770.5
2017,Europe,Energy,Renewables,1117.6,29138,770.5
2017,Europe,Energy,Nuclear,63,29138,770.5
2017,Europe,Industry,Coal,102.4,29138,770.5
2017,Europe,Industry,Oil,159.6,29138,770.5
2017,Europe,Industry,Natural Gas,179.8,29138,770.5
2017,Europe,Industry,Renewables,583.9,29138,770.5
2017,Europe,Industry,Nuclear,35.9,29138,770.5
2017,Europe,Transport,Coal,90.9,29138,770.5
2017,Europe,Transport,Oil,148.1,29138,770.5
2017,Europe,Transport,Natural Gas,166.1,29138,770.5
2017,Europe,Transport,Renewables,557.9,29138,770.5
2017,Europe,Transport,Nuclear,32.3,29138,770.5
2017,Europe,Buildings,Coal,46.2,29138,770.5
2017,Europe,Buildings,Oil,73.7,29138,770.5
2017,Europe,Buildings,Natural Gas,85.7,29138,770.5
2017,Europe,Buildings,Renewables,275.1,29138,770.5
2017,Europe,Buildings,Nuclear,16,29138,770.5
2017,Europe,Agriculture,Coal,35.9,29138,770.5
2017,Europe,Agriculture,Oil,57.2,29138,770.5
2017,Europe,Agriculture,Natural Gas,66.9,29138,770.5
2017,Europe,Agriculture,Renewables,212.7,29138,770.5
2017,Europe,Agriculture,Nuclear,12.5,29138,770.5
2018,Europe,Energy,Coal,173,29663,771.3
2018,Europe,Energy,Oil,274.4,29663,771.3
2018,Europe,Energy,Natural Gas,320.5,29663,771.3
2018,Europe,Energy,Renewables,1074.1,29663,771.3
2018,Europe,Energy,Nuclear,62.8,29663,771.3
2018,Europe,Industry,Coal,96.4,29663,771.3
2018,Europe,Industry,Oil,152.9,29663,771.3
2018,Europe,Industry,Natural Gas,176.8,29663,771.3
2018,Europe,Industry,Renewables,589.3,29663,771.3
2018,Europe,Industry,Nuclear,35.5,29663,771.3
2018,Europe,Transport,Coal,84.7,29663,771.3
2018,Europe,Transport,Oil,138.7,29663,771.3
2018,Europe,Transport,Natural Gas,169.8,29663,771.3
2018,Europe,Transport,Renewables,559.7,29663,771.3
2018,Europe,Transport,Nuclear,31.2,29663,771.3
2018,Europe,Buildings,Coal,43.6,29663,771.3
2018,Europe,Buildings,Oil,71.2,29663,771.3
2018,Europe,Buildings,Natural Gas,82,29663,771.3
2018,Europe,Buildings,Renewables,278.3,29663,771.3
2018,Europe,Buildings,Nuclear,16.3,29663,771.3
2018,Europe,Agriculture,Coal,33.6,29663,771.3
2018,Europe,Agriculture,Oil,55.4,29663,771.3
2018,Europe,Agriculture,Natural Gas,64.9,29663,771.3
2018,Europe,Agriculture,Renewables,228.9,29663,771.3
2018,Europe,Agriculture,Nuclear,12.3,29663,771.3
2019,Europe,Energy,Coal,152.4,30197,772.1
2019,Europe,Energy,Oil,286.1,30197,772.1
2019,Europe,Energy,Natural Gas,335.2,30197,772.1
2019,Europe,Energy,Renewables,1165.1,30197,772.1
2019,Europe,Energy,Nuclear,65.1,30197,772.1
2019,Europe,Industry,Coal,90,30197,772.1
2019,Europe,Industry,Oil,152.8,30197,772.1
2019,Europe,Industry,Natural Gas,172.4,30197,772.1
2019,Europe,Industry,Renewables,625.1,30197,772.1
2019,Europe,Industry,Nuclear,33.7,30197,772.1
2019,Europe,Transport,Coal,80.6,30197,772.1
2019,Europe,Transport,Oil,143.8,30197,772.1
2019,Europe,Transport,Natural Gas,158.6,30197,772.1
2019,Europe,Transport,Renewables,569.7,30197,772.1
2019,Europe,Transport,Nuclear,32.5,30197,772.1
2019,Europe,Buildings,Coal,40.1,30197,772.1
2019,Europe,Buildings,Oil,67,30197,772.1
2019,Europe,Buildings,Natural Gas,83,30197,772.1
2019,Europe,Buildings,Renewables,287.6,30197,772.1
2019,Europe,Buildings,Nuclear,15.4,30197,772.1
2019,Europe,Agriculture,Coal,30.9,30197,772.1
2019,Europe,Agriculture,Oil,54,30197,772.1
2019,Europe,Agriculture,Natural Gas,63.9,30197,772.1
2019,Europe,Agriculture,Renewables,224.8,30197,772.1
2019,Europe,Agriculture,Nuclear,12.4,30197,772.1
2020,Europe,Energy,Coal,138.4,28896,772.8
2020,Europe,Energy,Oil,250.9,28896,772.8
2020,Europe,Energy,Natural Gas,315.6,28896,772.8
2020,Europe,Energy,Renewables,1095.3,28896,772.8
2020,Europe,Energy,Nuclear,60.9,28896,772.8
2020,Europe,Industry,Coal,73.5,28896,772.8
2020,Europe,Industry,Oil,143,28896,772.8
2020,Europe,Industry,Natural Gas,161.2,28896,772.8
2020,Europe,Industry,Renewables,595.3,28896,772.8
2020,Europe,Industry,Nuclear,33.5,28896,772.8
2020,Europe,Transport,Coal,69.4,28896,772.8
2020,Europe,Transport,Oil,132.5,28896,772.8
2020,Europe,Transport,Natural Gas,157.8,28896,772.8
2020,Europe,Transport,Renewables,543.2,28896,772.8
2020,Europe,Transport,Nuclear,28.4,28896,772.8
2020,Europe,Buildings,Coal,35.6,28896,772.8
2020,Europe,Buildings,Oil,65.2,28896,772.8
2020,Europe,Buildings,Natural Gas,75.8,28896,772.8
2020,Europe,Buildings,Renewables,266.9,28896,772.8
2020,Europe,Buildings,Nuclear,14.5,28896,772.8
2020,Europe,Agriculture,Coal,26.4,28896,772.8
2020,Europe,Agriculture,Oil,50.7,28896,772.8
2020,Europe,Agriculture,Natural Gas,62.4,28896,772.8
2020,Europe,Agriculture,Renewables,219.9,28896,772.8
2020,Europe,Agriculture,Nuclear,12.2,28896,772.8
2021,Europe,Energy,Coal,138.7,31293,773.6
2021,Europe,Energy,Oil,270.2,31293,773.6
2021,Europe,Energy,Natural Gas,319.6,31293,773.6
2021,Europe,Energy,Renewables,1170.2,31293,773.6
2021,Europe,Energy,Nuclear,63.4,31293,773.6
2021,Europe,Industry,Coal,70.9,31293,773.6
2021,Europe,Industry,Oil,139.8,31293,773.6
2021,Europe,Industry,Natural Gas,179.3,31293,773.6
2021,Europe,Industry,Renewables,650.9,31293,773.6
2021,Europe,Industry,Nuclear,33.5,31293,773.6
2021,Europe,Transport,Coal,66.1,31293,773.6
2021,Europe,Transport,Oil,130.9,31293,773.6
2021,Europe,Transport,Natural Gas,156.8,31293,773.6
2021,Europe,Transport,Renewables,586,31293,773.6
2021,Europe,Transport,Nuclear,31.1,31293,773.6
2021,Europe,Buildings,Coal,34.6,31293,773.6
2021,Europe,Buildings,Oil,64.9,31293,773.6
2021,Europe,Buildings,Natural Gas,78.4,31293,773.6
2021,Europe,Buildings,Renewables,285.8,31293,773.6
2021,Europe,Buildings,Nuclear,15.5,31293,773.6
2021,Europe,Agriculture,Coal,27.2,31293,773.6
2021,Europe,Agriculture,Oil,51,31293,773.6
2021,Europe,Agriculture,Natural Gas,64.8,31293,773.6
2021,Europe,Agriculture,Renewables,233.6,31293,773.6
2021,Europe,Agriculture,Nuclear,12.6,31293,773.6
2022,Europe,Energy,Coal,122,31857,774.4
2022,Europe,Energy,Oil,264.9,31857,774.4
2022,Europe,Energy,Natural Gas,329,31857,774.4
2022,Europe,Energy,Renewables,1187.2,31857,774.4
2022,Europe,Energy,Nuclear,64.9,31857,774.4
2022,Europe,Industry,Coal,70.9,31857,774.4
2022,Europe,Industry,Oil,139.4,31857,774.4
2022,Europe,Industry,Natural Gas,168,31857,774.4
2022,Europe,Industry,Renewables,653.9,31857,774.4
2022,Europe,Industry,Nuclear,33.6,31857,774.4
2022,Europe,Transport,Coal,63.3,31857,774.4
2022,Europe,Transport,Oil,124.9,31857,774.4
2022,Europe,Transport,Natural Gas,164.9,31857,774.4
2022,Europe,Transport,Renewables,591,31857,774.4
2022,Europe,Transport,Nuclear,30,31857,774.4
2022,Europe,Buildings,Coal,31.3,31857,774.4
2022,Europe,Buildings,Oil,65.8,31857,774.4
2022,Europe,Buildings,Natural Gas,77.6,31857,774.4
2022,Europe,Buildings,Renewables,291.9,31857,774.4
2022,Europe,Buildings,Nuclear,15.9,31857,774.4
2022,Europe,Agriculture,Coal,25.8,31857,774.4
2022,Europe,Agriculture,Oil,50.7,31857,774.4
2022,Europe,Agriculture,Natural Gas,64.2,31857,774.4
2022,Europe,Agriculture,Renewables,241.1,31857,774.4
2022,Europe,Agriculture,Nuclear,12.5,31857,774.4
2023,Europe,Energy,Coal,117.2,32430,775.2
2023,Europe,Energy,Oil,250.6,32430,775.2
2023,Europe,Energy,Natural Gas,318.8,32430,775.2
2023,Europe,Energy,Renewables,1182,32430,775.2
2023,Europe,Energy,Nuclear,61.8,32430,775.2
2023,Europe,Industry,Coal,62.6,32430,775.2
2023,Europe,Industry,Oil,138.5,32430,775.2
2023,Europe,Industry,Natural Gas,172.5,32430,775.2
2023,Europe,Industry,Renewables,640.9,32430,775.2
2023,Europe,Industry,Nuclear,34.2,32430,775.2
2023,Europe,Transport,Coal,57.5,32430,775.2
2023,Europe,Transport,Oil,123.9,32430,775.2
2023,Europe,Transport,Natural Gas,163,32430,775.2
2023,Europe,Transport,Renewables,611.7,32430,775.2
2023,Europe,Transport,Nuclear,32,32430,775.2
2023,Europe,Buildings,Coal,27.7,32430,775.2
2023,Europe,Buildings,Oil,64.1,32430,775.2
2023,Europe,Buildings,Natural Gas,80.6,32430,775.2
2023,Europe,Buildings,Renewables,291.5,32430,775.2
2023,Europe,Buildings,Nuclear,16,32430,775.2
2023,Europe,Agriculture,Coal,22.1,32430,775.2
2023,Europe,Agriculture,Oil,51.3,32430,775.2
2023,Europe,Agriculture,Natural Gas,63.7,32430,775.2
2023,Europe,Agriculture,Renewables,239.6,32430,775.2
2023,Europe,Agriculture,Nuclear,12.9,32430,775.2
2024,Europe,Energy,Coal,104.8,33014,775.9
2024,Europe,Energy,Oil,250.8,33014,775.9
2024,Europe,Energy,Natural Gas,324.2,33014,775.9
2024,Europe,Energy,Renewables,1228.6,33014,775.9
2024,Europe,Energy,Nuclear,61.8,33014,775.9
2024,Europe,Industry,Coal,55.6,33014,775.9
2024,Europe,Industry,Oil,136.8,33014,775.9
2024,Europe,Industry,Natural Gas,176.7,33014,775.9
2024,Europe,Industry,Renewables,636.7,33014,775.9
2024,Europe,Industry,Nuclear,34.5,33014,775.9
2024,Europe,Transport,Coal,54.1,33014,775.9
2024,Europe,Transport,Oil,124,33014,775.9
2024,Europe,Transport,Natural Gas,156.4,33014,775.9
2024,Europe,Transport,Renewables,616.7,33014,775.9
2024,Europe,Transport,Nuclear,31.6,33014,775.9
2024,Europe,Buildings,Coal,26.1,33014,775.9
2024,Europe,Buildings,Oil,59.2,33014,775.9
2024,Europe,Buildings,Natural Gas,79.8,33014,775.9
2024,Europe,Buildings,Renewables,290.8,33014,775.9
2024,Europe,Buildings,Nuclear,16.1,33014,775.9
2024,Europe,Agriculture,Coal,20.2,33014,775.9
2024,Europe,Agriculture,Oil,50.1,33014,775.9
2024,Europe,Agriculture,Natural Gas,62.5,33014,775.9
2024,Europe,Agriculture,Renewables,241.9,33014,775.9
2024,Europe,Agriculture,Nuclear,12.6,33014,775.9
1990,Middle East,Energy,Coal,234.9,3500,250
1990,Middle East,Energy,Oil,198.7,3500,250
1990,Middle East,Energy,Natural Gas,136.6,3500,250
1990,Middle East,Energy,Renewables,30.6,3500,250
1990,Middle East,Energy,Nuclear,17.9,3500,250
1990,Middle East,Industry,Coal,121.6,3500,250
1990,Middle East,Industry,Oil,103.5,3500,250
1990,Middle East,Industry,Natural Gas,72.3,3500,250
1990,Middle East,Industry,Renewables,15.9,3500,250
1990,Middle East,Industry,Nuclear,10.1,3500,250
1990,Middle East,Transport,Coal,111.7,3500,250
1990,Middle East,Transport,Oil,98.4,3500,250
1990,Middle East,Transport,Natural Gas,65.2,3500,250
1990,Middle East,Transport,Renewables,14.9,3500,250
1990,Middle East,Transport,Nuclear,9,3500,250
1990,Middle East,Buildings,Coal,54.8,3500,250
1990,Middle East,Buildings,Oil,46.7,3500,250
1990,Middle East,Buildings,Natural Gas,32.3,3500,250
1990,Middle East,Buildings,Renewables,7.5,3500,250
1990,Middle East,Buildings,Nuclear,4.4,3500,250
1990,Middle East,Agriculture,Coal,45.8,3500,250
1990,Middle East,Agriculture,Oil,37.2,3500,250
1990,Middle East,Agriculture,Natural Gas,26.3,3500,250
1990,Middle East,Agriculture,Renewables,6.1,3500,250
1990,Middle East,Agriculture,Nuclear,3.5,3500,250
1991,Middle East,Energy,Coal,224.9,3612,255.5
1991,Middle East,Energy,Oil,201.2,3612,255.5
1991,Middle East,Energy,Natural Gas,139,3612,255.5
1991,Middle East,Energy,Renewables,53.4,3612,255.5
1991,Middle East,Energy,Nuclear,18.3,3612,255.5
1991,Middle East,Industry,Coal,121.2,3612,255.5
1991,Middle East,Industry,Oil,108.1,3612,255.5
1991,Middle East,Industry,Natural Gas,74.5,3612,255.5
1991,Middle East,Industry,Renewables,28,3612,255.5
1991,Middle East,Industry,Nuclear,10.5,3612,255.5
1991,Middle East,Transport,Coal,118.8,3612,255.5
1991,Middle East,Transport,Oil,94,3612,255.5
1991,Middle East,Transport,Natural Gas,66,3612,255.5
1991,Middle East,Transport,Renewables,25.8,3612,255.5
1991,Middle East,Transport,Nuclear,9.2,3612,255.5
1991,Middle East,Buildings,Coal,57.3,3612,255.5
1991,Middle East,Buildings,Oil,48.4,3612,255.5
1991,Middle East,Buildings,Natural Gas,33.9,3612,255.5
1991,Middle East,Buildings,Renewables,12.7,3612,255.5
1991,Middle East,Buildings,Nuclear,4.6,3612,255.5
1991,Middle East,Agriculture,Coal,47,3612,255.5
1991,Middle East,Agriculture,Oil,40.2,3612,255.5
1991,Middle East,Agriculture,Natural Gas,28.4,3612,255.5
1991,Middle East,Agriculture,Renewables,10.4,3612,255.5
1991,Middle East,Agriculture,Nuclear,3.8,3612,255.5
1992,Middle East,Energy,Coal,228.3,3728,261.1
1992,Middle East,Energy,Oil,196.6,3728,261.1
1992,Middle East,Energy,Natural Gas,146.8,3728,261.1
1992,Middle East,Energy,Renewables,78.2,3728,261.1
1992,Middle East,Energy,Nuclear,20,3728,261.1
1992,Middle East,Industry,Coal,128.8,3728,261.1
1992,Middle East,Industry,Oil,107.9,3728,261.1
1992,Middle East,Industry,Natural Gas,80.4,3728,261.1
1992,Middle East,Industry,Renewables,41,3728,261.1
1992,Middle East,Industry,Nuclear,11.1,3728,261.1
1992,Middle East,Transport,Coal,113.9,3728,261.1
1992,Middle East,Transport,Oil,102.8,3728,261.1
1992,Middle East,Transport,Natural Gas,73.3,3728,261.1
1992,Middle East,Transport,Renewables,37.1,3728,261.1
1992,Middle East,Transport,Nuclear,10,3728,261.1
1992,Middle East,Buildings,Coal,59.6,3728,261.1
1992,Middle East,Buildings,Oil,50.5,3728,261.1
1992,Middle East,Buildings,Natural Gas,34.5,3728,261.1
1992,Middle East,Buildings,Renewables,18.6,3728,261.1
1992,Middle East,Buildings,Nuclear,5.2,3728,261.1
1992,Middle East,Agriculture,Coal,45.7,3728,261.1
1992,Middle East,Agriculture,Oil,41.2,3728,261.1
1992,Middle East,Agriculture,Natural Gas,28,3728,261.1
1992,Middle East,Agriculture,Renewables,14.7,3728,261.1
1992,Middle East,Agriculture,Nuclear,3.9,3728,261.1
1993,Middle East,Energy,Coal,237.6,3847,266.9
1993,Middle East,Energy,Oil,203.7,3847,266.9
1993,Middle East,Energy,Natural Gas,146.5,3847,266.9
1993,Middle East,Energy,Renewables,97.7,3847,266.9
1993,Middle East,Energy,Nuclear,21.3,3847,266.9
1993,Middle East,Industry,Coal,130.4,3847,266.9
1993,Middle East,Industry,Oil,112.8,3847,266.9
1993,Middle East,Industry,Natural Gas,83.5,3847,266.9
1993,Middle East,Industry,Renewables,56.7,3847,266.9
1993,Middle East,Industry,Nuclear,11.9,3847,266.9
1993,Middle East,Transport,Coal,114.1,3847,266.9
1993,Middle East,Transport,Oil,102.2,3847,266.9
1993,Middle East,Transport,Natural Gas,73.8,3847,266.9
1993,Middle East,Transport,Renewables,48.9,3847,266.9
1993,Middle East,Transport,Nuclear,10.9,3847,266.9
1993,Middle East,Buildings,Coal,58.9,3847,266.9
1993,Middle East,Buildings,Oil,49.6,3847,266.9
1993,Middle East,Buildings,Natural Gas,38.2,3847,266.9
1993,Middle East,Buildings,Renewables,26,3847,266.9
1993,Middle East,Buildings,Nuclear,5.2,3847,266.9
1993,Middle East,Agriculture,Coal,45.5,3847,266.9
1993,Middle East,Agriculture,Oil,39.9,3847,266.9
1993,Middle East,Agriculture,Natural Gas,29,3847,266.9
1993,Middle East,Agriculture,Renewables,20.5,3847,266.9
1993,Middle East,Agriculture,Nuclear,4.3,3847,266.9
1994,Middle East,Energy,Coal,230.4,3970,272.7
1994,Middle East,Energy,Oil,200.2,3970,272.7
1994,Middle East,Energy,Natural Gas,154.6,3970,272.7
1994,Middle East,Energy,Renewables,123.6,3970,272.7
1994,Middle East,Energy,Nuclear,21.6,3970,272.7
1994,Middle East,Industry,Coal,121.7,3970,272.7
1994,Middle East,Industry,Oil,111.7,3970,272.7
1994,Middle East,Industry,Natural Gas,81.8,3970,272.7
1994,Middle East,Industry,Renewables,69.1,3970,272.7
1994,Middle East,Industry,Nuclear,12,3970,272.7
1994,Middle East,Transport,Coal,117,3970,272.7
1994,Middle East,Transport,Oil,99.7,3970,272.7
1994,Middle East,Transport,Natural Gas,74.8,3970,272.7
1994,Middle East,Transport,Renewables,62.8,3970,272.7
1994,Middle East,Transport,Nuclear,11,3970,272.7
1994,Middle East,Buildings,Coal,56.8,3970,272.7
1994,Middle East,Buildings,Oil,51.9,3970,272.7
1994,Middle East,Buildings,Natural Gas,39.2,3970,272.7
1994,Middle East,Buildings,Renewables,31.2,3970,272.7
1994,Middle East,Buildings,Nuclear,5.7,3970,272.7
1994,Middle East,Agriculture,Coal,44.8,3970,272.7
1994,Middle East,Agriculture,Oil,40.4,3970,272.7
1994,Middle East,Agriculture,Natural Gas,31.1,3970,272.7
1994,Middle East,Agriculture,Renewables,25.1,3970,272.7
1994,Middle East,Agriculture,Nuclear,4.4,3970,272.7
1995,Middle East,Energy,Coal,227.8,4097,278.7
1995,Middle East,Energy,Oil,213.1,4097,278.7
1995,Middle East,Energy,Natural Gas,163.1,4097,278.7
1995,Middle East,Energy,Renewables,149.9,4097,278.7
1995,Middle East,Energy,Nuclear,24.3,4097,278.7
1995,Middle East,Industry,Coal,123.8,4097,278.7
1995,Middle East,Industry,Oil,115.6,4097,278.7
1995,Middle East,Industry,Natural Gas,88.7,4097,278.7
1995,Middle East,Industry,Renewables,87,4097,278.7
1995,Middle East,Industry,Nuclear,13.4,4097,278.7
1995,Middle East,Transport,Coal,111.5,4097,278.7
1995,Middle East,Transport,Oil,107.9,4097,278.7
1995,Middle East,Transport,Natural Gas,77.2,4097,278.7
1995,Middle East,Transport,Renewables,73.6,4097,278.7
1995,Middle East,Transport,Nuclear,11.6,4097,278.7
1995,Middle East,Buildings,Coal,59.1,4097,278.7
1995,Middle East,Buildings,Oil,54.4,4097,278.7
1995,Middle East,Buildings,Natural Gas,40.2,4097,278.7
1995,Middle East,Buildings,Renewables,37.9,4097,278.7
1995,Middle East,Buildings,Nuclear,6,4097,278.7
1995,Middle East,Agriculture,Coal,45.8,4097,278.7
1995,Middle East,Agriculture,Oil,41.3,4097,278.7
1995,Middle East,Agriculture,Natural Gas,30.8,4097,278.7
1995,Middle East,Agriculture,Renewables,29.5,4097,278.7
1995,Middle East,Agriculture,Nuclear,4.6,4097,278.7
1996,Middle East,Energy,Coal,223.5,4228,284.9
1996,Middle East,Energy,Oil,217.1,4228,284.9
1996,Middle East,Energy,Natural Gas,161.6,4228,284.9
1996,Middle East,Energy,Renewables,187.6,4228,284.9
1996,Middle East,Energy,Nuclear,24.4,4228,284.9
1996,Middle East,Industry,Coal,129.7,4228,284.9
1996,Middle East,Industry,Oil,119.1,4228,284.9
1996,Middle East,Industry,Natural Gas,88,4228,284.9
1996,Middle East,Industry,Renewables,100.6,4228,284.9
1996,Middle East,Industry,Nuclear,13.7,4228,284.9
