year,country,energy_source,production_twh,capacity_gw,investment_billion_usd,jobs_thousands,co2_intensity_gco2_kwh
2020,Brazil,Solar,215.1,144.44,34.54,711.5,45
2021,Brazil,Coal,37.8,7.85,4.78,9,826
2021,Brazil,Natural Gas,205.6,58.68,16.97,22.7,479
2021,Brazil,Oil & Gas,298.7,97.42,31.97,47.2,657
2021,Brazil,Hydropower,542.8,163.06,139.88,168.2,4
2021,Brazil,Nuclear,32.3,4.61,13.81,12,12
2021,Brazil,Wind,333.1,135.8,60.39,483.4,11
2021,Brazil,Solar,273,183.32,44.8,923.6,45
2022,Brazil,Coal,37.3,7.74,4.7,9.5,805
2022,Brazil,Natural Gas,208.5,59.5,17.39,24.2,483
2022,Brazil,Oil & Gas,300.8,98.11,30.61,49,653
2022,Brazil,Hydropower,557.9,167.6,145.48,174.3,4
2022,Brazil,Nuclear,32.6,4.65,13.76,11.8,12
2022,Brazil,Wind,383.5,156.35,72.37,522.1,11
2022,Brazil,Solar,346.6,232.74,54.86,1126.8,44
2023,Brazil,Coal,35.6,7.39,4.7,8.6,802
2023,Brazil,Natural Gas,217.1,61.96,18.94,25.4,496
2023,Brazil,Oil & Gas,304.6,99.35,30.68,50.2,657
2023,Brazil,Hydropower,552,165.83,151.77,166.5,4
2023,Brazil,Nuclear,31.5,4.49,13.19,10.9,12
2023,Brazil,Wind,430.7,175.6,82.83,600.6,11
2023,Brazil,Solar,441,296.13,71.9,1422.6,46
2024,Brazil,Coal,34.4,7.14,4.4,8.6,803
2024,Brazil,Natural Gas,218.2,62.27,19.02,26.1,480
2024,Brazil,Oil & Gas,311.8,101.7,33.26,53.1,636
2024,Brazil,Hydropower,554.2,166.49,150.13,173.1,4
2024,Brazil,Nuclear,32.7,4.67,14.33,11.4,12
2024,Brazil,Wind,508.3,207.23,97.49,742,11
2024,Brazil,Solar,579.5,389.14,91.33,2040,45
2005,Japan,Coal,396.1,82.21,51.1,101.1,821
2005,Japan,Natural Gas,591,168.66,50.14,65.3,492
2005,Japan,Oil & Gas,200.2,65.3,20.8,33.6,646
2005,Japan,Hydropower,102.4,30.76,27.44,30.8,4
2005,Japan,Nuclear,297.3,42.42,122.3,107.6,12
2005,Japan,Wind,19.9,8.11,3.81,29.7,11
2005,Japan,Solar,48.8,32.77,8.05,169.8,44
2006,Japan,Coal,384.2,79.74,48,91.4,815
2006,Japan,Natural Gas,616.7,176,53.98,73.6,502
2006,Japan,Oil & Gas,195.1,63.63,19.94,31.9,664
2006,Japan,Hydropower,101.7,30.55,27.55,31.7,4
2006,Japan,Nuclear,303.5,43.31,126.61,104.5,12
2006,Japan,Wind,22.9,9.34,4.41,33.1,11
2006,Japan,Solar,59.9,40.22,9.58,193.7,45
2007,Japan,Coal,392.6,81.49,50.84,96.5,821
2007,Japan,Natural Gas,597.6,170.55,48.89,71.2,481
2007,Japan,Oil & Gas,203.8,66.47,22.42,33.9,651
2007,Japan,Hydropower,100.4,30.16,26.1,30.5,4
2007,Japan,Nuclear,302.2,43.12,131.54,108.5,12
2007,Japan,Wind,24,9.78,4.61,33.2,11
2007,Japan,Solar,72.2,48.48,11.42,236.7,45
2008,Japan,Coal,380.8,79.04,48,91.8,835
2008,Japan,Natural Gas,605.7,172.86,50.23,65.9,486
2008,Japan,Oil & Gas,201.4,65.69,21.12,32.6,634
2008,Japan,Hydropower,105.4,31.66,28.72,31.1,4
2008,Japan,Nuclear,296.7,42.34,129.68,106.7,12
2008,Japan,Wind,28.1,11.46,5.27,41.1,11
2008,Japan,Solar,85.5,57.41,13.21,296.4,45
2009,Japan,Coal,389.8,80.9,48.12,94.4,836
2009,Japan,Natural Gas,631.6,180.25,53.37,68.9,502
2009,Japan,Oil & Gas,196.7,64.16,20.38,33.6,664
2009,Japan,Hydropower,104.7,31.45,27.09,31.5,4
2009,Japan,Nuclear,302.9,43.22,123.71,105.4,12
2009,Japan,Wind,30,12.23,5.46,43.2,11
2009,Japan,Solar,104.6,70.24,17,346.6,45
2010,Japan,Coal,380.5,78.97,45.94,93.3,840
2010,Japan,Natural Gas,637,181.79,51.75,70.9,496
2010,Japan,Oil & Gas,201.3,65.66,20.19,33,657
2010,Japan,Hydropower,106.3,31.93,27.8,31.3,4
2010,Japan,Nuclear,302.2,43.12,122,102.7,12
2010,Japan,Wind,34.5,14.07,6.56,48.7,11
2010,Japan,Solar,127.4,85.55,20.48,406.4,44
2011,Japan,Coal,378.3,78.52,47.49,94.1,805
2011,Japan,Natural Gas,641.9,183.19,53.6,74.5,482
2011,Japan,Oil & Gas,202.3,65.98,22.12,33,647
2011,Japan,Hydropower,102.7,30.85,27.5,29.6,4
2011,Japan,Nuclear,301.2,42.98,131.62,106.3,12
2011,Japan,Wind,38.1,15.53,7.09,55.4,11
2011,Japan,Solar,148.4,99.65,24,492.3,45
2012,Japan,Coal,365.1,75.78,46.52,88.4,825
2012,Japan,Natural Gas,628.3,179.31,53.3,74,489
2012,Japan,Oil & Gas,203.7,66.44,21,31.9,636
2012,Japan,Hydropower,105.6,31.72,26.67,32.9,4
2012,Japan,Nuclear,310.2,44.26,124.2,105.3,12
2012,Japan,Wind,41,16.72,8.1,59.8,11
2012,Japan,Solar,184.1,123.62,29.21,627.7,46
2013,Japan,Coal,366.9,76.15,47.31,90.8,828
2013,Japan,Natural Gas,654.9,186.9,55.85,72.4,480
2013,Japan,Oil & Gas,199,64.91,21.54,33,643
2013,Japan,Hydropower,106.3,31.93,27.82,31.1,4
2013,Japan,Nuclear,317.9,45.36,133.04,108.2,12
2013,Japan,Wind,46.4,18.92,8.86,64.3,11
2013,Japan,Solar,217.8,146.25,34.86,729.4,46
2014,Japan,Coal,366.9,76.15,45.63,91.7,827
2014,Japan,Natural Gas,649.9,185.47,56.83,75.6,495
2014,Japan,Oil & Gas,200.9,65.53,20.19,32.6,658
2014,Japan,Hydropower,109.1,32.77,27.97,33.5,4
2014,Japan,Nuclear,322.4,46,129.63,116.5,12
2014,Japan,Wind,50.7,20.67,9.94,72.9,11
2014,Japan,Solar,251.8,169.08,40.93,826.2,44
2015,Japan,Coal,356.3,73.95,45.55,90.6,816
2015,Japan,Natural Gas,643.6,183.68,55.99,77.1,487
2015,Japan,Oil & Gas,205,66.86,21.09,34.2,655
2015,Japan,Hydropower,105.4,31.66,26.77,31.2,4
2015,Japan,Nuclear,320.1,45.68,139.87,116.2,12
2015,Japan,Wind,58,23.65,10.81,84.7,11
2015,Japan,Solar,306.9,206.08,46.44,998.7,45
2016,Japan,Coal,354.7,73.62,45.9,86.4,822
2016,Japan,Natural Gas,667.6,190.53,58.02,76.6,484
2016,Japan,Oil & Gas,198.6,64.77,20.44,31.4,656
2016,Japan,Hydropower,109.7,32.95,29.78,33.5,4
2016,Japan,Nuclear,308,43.95,130.61,109.3,12
2016,Japan,Wind,63.4,25.85,12.22,89.3,11
2016,Japan,Solar,403.1,270.68,62.2,1372.1,44
2017,Japan,Coal,346,71.81,44.27,82.8,828
2017,Japan,Natural Gas,664.3,189.58,55.39,78.7,483
2017,Japan,Oil & Gas,204.3,66.63,20.43,32,652
2017,Japan,Hydropower,111.9,33.62,30.25,32.2,4
2017,Japan,Nuclear,322.6,46.03,129.32,116.3,12
2017,Japan,Wind,76.4,31.15,13.9,109.7,11
2017,Japan,Solar,506.8,340.32,80,1632.4,45
2018,Japan,Coal,325.8,67.62,41.55,82.4,827
2018,Japan,Natural Gas,665.2,189.84,57.29,78,500
2018,Japan,Oil & Gas,207.9,67.81,20.98,34.4,665
2018,Japan,Hydropower,109.3,32.83,29.79,32.2,4
2018,Japan,Nuclear,313.9,44.79,126.99,108.3,12
2018,Japan,Wind,86.4,35.23,17.06,126.2,11
2018,Japan,Solar,654.4,439.43,98.78,2208.1,46
2019,Japan,Coal,322.3,66.89,40.14,83.3,810
2019,Japan,Natural Gas,676.2,192.98,59.48,74.5,494
2019,Japan,Oil & Gas,209.4,68.3,22.22,33.6,666
2019,Japan,Hydropower,111.8,33.59,30.05,34.4,4
2019,Japan,Nuclear,310.7,44.34,126.59,115.8,12
2019,Japan,Wind,96.8,39.47,18.66,134.8,11
2019,Japan,Solar,838.5,563.05,133.76,2735,46
2020,Japan,Coal,316.2,65.63,39.15,80.6,816
2020,Japan,Natural Gas,701.2,200.11,61.61,82.4,480
2020,Japan,Oil & Gas,209.4,68.3,21.36,34.7,644
2020,Japan,Hydropower,108.5,32.59,28.8,32.4,4
2020,Japan,Nuclear,313.2,44.69,134.49,108.4,12
2020,Japan,Wind,115.5,47.09,22.56,165.3,11
2020,Japan,Solar,1036.5,696.01,155.7,3432.6,44
2021,Japan,Coal,304,63.1,39.05,78.1,821
2021,Japan,Natural Gas,704.4,201.03,59.8,78.9,487
2021,Japan,Oil & Gas,208.8,68.1,21.36,35.1,647
2021,Japan,Hydropower,114.7,34.46,31.28,33.7,4
2021,Japan,Nuclear,326.8,46.63,132.51,114.2,12
2021,Japan,Wind,129,52.59,24.47,178.4,11
2021,Japan,Solar,1361.2,914.05,204.67,4610,45
2022,Japan,Coal,292.7,60.75,35.61,69.3,823
2022,Japan,Natural Gas,692.5,197.63,56.76,77.7,487
2022,Japan,Oil & Gas,201.1,65.59,21.01,31.9,641
2022,Japan,Hydropower,111.4,33.47,28.32,32.5,4
2022,Japan,Nuclear,321.5,45.88,137.74,118.9,12
2022,Japan,Wind,150.7,61.44,28.6,208.9,11
2022,Japan,Solar,1770.5,1188.89,267.56,5797.1,46
2023,Japan,Coal,288.8,59.94,38.12,69.1,826
2023,Japan,Natural Gas,694.8,198.29,56.8,76.4,492
2023,Japan,Oil & Gas,205.1,66.89,20.67,33.5,649
2023,Japan,Hydropower,112.3,33.74,29.51,34.1,4
2023,Japan,Nuclear,325.1,46.39,141.15,121,12
2023,Japan,Wind,178.3,72.69,33.5,246.6,11
2023,Japan,Solar,2190.5,1470.92,360.78,7163.2,45
2024,Japan,Coal,280.9,58.3,33.96,70.9,817
2024,Japan,Natural Gas,715.3,204.14,62.25,81.6,478
2024,Japan,Oil & Gas,200.1,65.26,21.52,31.1,653
2024,Japan,Hydropower,111.8,33.59,30.54,32.3,4
2024,Japan,Nuclear,325.7,46.48,132.88,113.5,12
2024,Japan,Wind,203,82.76,37.69,301.4,11
2024,Japan,Solar,2776.9,1864.69,429.34,9439.1,45
2005,Australia,Coal,305,63.3,40,78.1,820
2005,Australia,Natural Gas,279.6,79.79,22.99,32,490
2005,Australia,Oil & Gas,60.1,19.6,6.36,10.2,640
2005,Australia,Hydropower,40.8,12.26,10.61,12.7,4
2005,Australia,Nuclear,0,0,0,0,12
2005,Australia,Wind,59.4,24.22,11.64,85,11
2005,Australia,Solar,30.6,20.55,4.98,107.9,46
2006,Australia,Coal,295.6,61.35,36.13,71,834
2006,Australia,Natural Gas,276.2,78.82,23.11,31.4,479
2006,Australia,Oil & Gas,61.3,19.99,6.49,10,664
2006,Australia,Hydropower,39.2,11.78,10.55,11.5,4
2006,Australia,Nuclear,0,0,0,0,12
2006,Australia,Wind,67.6,27.56,12.58,94.6,11
2006,Australia,Solar,35.3,23.7,5.52,118.9,45
2007,Australia,Coal,299.5,62.16,38.35,72.8,803
2007,Australia,Natural Gas,285,81.34,24.63,31.7,501
2007,Australia,Oil & Gas,59.3,19.34,6.36,10.1,655
2007,Australia,Hydropower,40.4,12.14,10.99,12,4
2007,Australia,Nuclear,0,0,0,0,12
2007,Australia,Wind,74.6,30.41,13.64,106.4,11
2007,Australia,Solar,43.2,29.01,6.97,138.9,45
2008,Australia,Coal,292.1,60.63,37.56,71.9,838
2008,Australia,Natural Gas,279.3,79.71,22.6,33.1,499
2008,Australia,Oil & Gas,60.9,19.86,6.25,9.8,666
2008,Australia,Hydropower,39.8,11.96,10.62,12.4,4
2008,Australia,Nuclear,0,0,0,0,12
2008,Australia,Wind,82.5,33.64,16.26,123.4,11
2008,Australia,Solar,50.4,33.84,7.64,175.9,45
2009,Australia,Coal,292.5,60.71,36.95,73.4,805
2009,Australia,Natural Gas,284.8,81.28,23.91,31.9,484
2009,Australia,Oil & Gas,59.5,19.41,6.07,9.7,640
2009,Australia,Hydropower,42.1,12.65,10.7,12.8,4
2009,Australia,Nuclear,0,0,0,0,12
2009,Australia,Wind,91.1,37.14,17.89,128.4,11
2009,Australia,Solar,63.5,42.64,10.41,206.7,45
2010,Australia,Coal,279.3,57.97,36.49,71.7,801
2010,Australia,Natural Gas,286.3,81.71,23.63,32.4,490
2010,Australia,Oil & Gas,60.3,19.67,6.32,9.7,644
2010,Australia,Hydropower,42.5,12.77,11.33,13.1,4
2010,Australia,Nuclear,0,0,0,0,12
2010,Australia,Wind,99.9,40.73,18.83,143.1,11
2010,Australia,Solar,74.5,50.03,11.98,253.7,45
2011,Australia,Coal,271.5,56.35,32.62,68.5,823
2011,Australia,Natural Gas,298.6,85.22,24.55,33.8,480
2011,Australia,Oil & Gas,61.6,20.09,6.67,10.1,636
2011,Australia,Hydropower,42.2,12.68,11.38,12.3,4
2011,Australia,Nuclear,0,0,0,0,12
2011,Australia,Wind,112.1,45.7,21.35,154.2,11
2011,Australia,Solar,88.3,59.29,14.22,285.5,46
2012,Australia,Coal,282.6,58.66,34.27,71.7,839
2012,Australia,Natural Gas,289.3,82.56,23.9,32.4,485
2012,Australia,Oil & Gas,60.9,19.86,6.42,10.2,649
2012,Australia,Hydropower,42.5,12.77,11.02,13.3,4
2012,Australia,Nuclear,0,0,0,0,12
2012,Australia,Wind,121.1,49.37,23.25,164.3,11
2012,Australia,Solar,110.2,74,17.65,363.5,45
2013,Australia,Coal,276.7,57.43,33.39,69.2,819
2013,Australia,Natural Gas,301.8,86.13,24.7,35.3,501
2013,Australia,Oil & Gas,59.3,19.34,6.15,10.1,666
2013,Australia,Hydropower,43.9,13.19,11.72,13.2,4
2013,Australia,Nuclear,0,0,0,0,12
2013,Australia,Wind,137.7,56.14,26,205,11
2013,Australia,Solar,127.5,85.62,19.65,433.7,46
2014,Australia,Coal,262.7,54.52,34.54,66.9,832
2014,Australia,Natural Gas,306.9,87.59,25.93,35.6,500
2014,Australia,Oil & Gas,60.4,19.7,6.19,9.5,662
2014,Australia,Hydropower,43.9,13.19,11.95,12.6,4
2014,Australia,Nuclear,0,0,0,0,12
2014,Australia,Wind,149.7,61.03,27.3,217.9,11
2014,Australia,Solar,156.1,104.82,24.12,548,45
2015,Australia,Coal,272.3,56.52,32.72,69.3,814
2015,Australia,Natural Gas,299.7,85.53,24.69,33.5,487
2015,Australia,Oil & Gas,61.4,20.03,6.31,10.1,650
2015,Australia,Hydropower,44.3,13.31,11.39,13.4,4
2015,Australia,Nuclear,0,0,0,0,12
2015,Australia,Wind,173.3,70.65,31.45,243.9,11
2015,Australia,Solar,190.8,128.12,29.71,655,46
2016,Australia,Coal,253.9,52.7,33.28,60.9,828
2016,Australia,Natural Gas,301.7,86.1,26.46,32.8,480
2016,Australia,Oil & Gas,62.4,20.35,6.56,10,658
2016,Australia,Hydropower,44.6,13.4,11.45,13.1,4
2016,Australia,Nuclear,0,0,0,0,12
2016,Australia,Wind,194.3,79.22,38.01,272.6,11
2016,Australia,Solar,241.6,162.23,38.4,817,46
2017,Australia,Coal,248.8,51.64,32.55,64.9,809
2017,Australia,Natural Gas,317.4,90.58,26.73,36.5,491
2017,Australia,Oil & Gas,62,20.22,6.57,10.3,639
2017,Australia,Hydropower,42.9,12.89,11.2,12.8,4
2017,Australia,Nuclear,0,0,0,0,12
2017,Australia,Wind,229.6,93.61,43.01,317.5,11
2017,Australia,Solar,297.1,199.5,45.99,964.4,44
2018,Australia,Coal,252.1,52.32,30.58,63,829
2018,Australia,Natural Gas,308.2,87.96,25.89,36,495
2018,Australia,Oil & Gas,62.1,20.25,6.54,10.2,635
2018,Australia,Hydropower,43.2,12.98,11.72,13.6,4
2018,Australia,Nuclear,0,0,0,0,12
2018,Australia,Wind,254.5,103.76,47.03,364.3,11
2018,Australia,Solar,390.2,262.02,64.11,1362.3,44
2019,Australia,Coal,234.6,48.69,29.27,55.8,830
2019,Australia,Natural Gas,307,87.61,24.68,36,500
2019,Australia,Oil & Gas,61.3,19.99,6.17,10.2,638
2019,Australia,Hydropower,44.8,13.46,11.81,12.8,4
2019,Australia,Nuclear,0,0,0,0,12
2019,Australia,Wind,297.5,121.29,56.6,419.1,11
2019,Australia,Solar,485.9,326.28,78.23,1566.9,44
2020,Australia,Coal,230.8,47.9,29.03,58.5,814
2020,Australia,Natural Gas,309.7,88.38,25.65,36.3,480
2020,Australia,Oil & Gas,60.6,19.77,6.57,10.4,666
2020,Australia,Hydropower,44.5,13.37,11.29,13.3,4
2020,Australia,Nuclear,0,0,0,0,12
2020,Australia,Wind,334.5,136.37,65.47,469.4,11
2020,Australia,Solar,625.9,420.29,99.72,2125.2,45
2021,Australia,Coal,225,46.7,29.03,55.5,821
2021,Australia,Natural Gas,327.8,93.55,27.86,37.1,496
2021,Australia,Oil & Gas,62.5,20.38,6.54,10.1,638
2021,Australia,Hydropower,46,13.82,12.63,14.4,4
2021,Australia,Nuclear,0,0,0,0,12
2021,Australia,Wind,405.7,165.4,79.28,565.2,11
2021,Australia,Solar,819,549.96,131.22,2856.1,45
2022,Australia,Coal,228.3,47.38,28.95,55.8,833
2022,Australia,Natural Gas,317.4,90.58,27.11,37.7,481
2022,Australia,Oil & Gas,60.6,19.77,6.46,9.8,639
2022,Australia,Hydropower,45.3,13.61,12.16,13.5,4
2022,Australia,Nuclear,0,0,0,0,12
2022,Australia,Wind,444.6,181.26,80.7,617.2,11
2022,Australia,Solar,1054.5,708.1,165.82,3705.8,44
2023,Australia,Coal,221.8,46.04,28.39,56.3,802
2023,Australia,Natural Gas,328.5,93.75,27.06,36.7,490
2023,Australia,Oil & Gas,62.6,20.42,6.59,10.6,656
2023,Australia,Hydropower,44.5,13.37,11.22,13.6,4
2023,Australia,Nuclear,0,0,0,0,12
2023,Australia,Wind,530.4,216.24,97.34,783.3,11
2023,Australia,Solar,1324.2,889.2,200.01,4632.1,46
2024,Australia,Coal,210.6,43.71,26.05,52,834
2024,Australia,Natural Gas,334.3,95.41,27.73,37.3,490
2024,Australia,Oil & Gas,61.5,20.06,6.35,10.1,636
2024,Australia,Hydropower,45,13.52,12.36,12.9,4
2024,Australia,Nuclear,0,0,0,0,12
2024,Australia,Wind,612,249.51,120.22,883.2,11
2024,Australia,Solar,1710.9,1148.87,277.03,5707.5,45
2005,South Africa,Coal,250.4,51.97,32.13,61.2,802
2005,South Africa,Natural Gas,19.6,5.59,1.62,2.3,501
2005,South Africa,Oil & Gas,29.4,9.59,2.95,4.7,661
2005,South Africa,Hydropower,10.1,3.03,2.72,3,4
2005,South Africa,Nuclear,20.5,2.93,8.53,7.3,12
2005,South Africa,Wind,14.9,6.07,2.69,20.7,11
2005,South Africa,Solar,5,3.36,0.81,16.8,46
2006,South Africa,Coal,247.5,51.37,30.03,58.7,833
2006,South Africa,Natural Gas,20.8,5.94,1.69,2.4,486
2006,South Africa,Oil & Gas,30.3,9.88,3.29,4.9,664
2006,South Africa,Hydropower,10.1,3.03,2.65,3,4
2006,South Africa,Nuclear,20.6,2.94,9.06,7.5,12
2006,South Africa,Wind,16.8,6.85,3.28,22.9,11
2006,South Africa,Solar,6,4.03,0.95,20.8,45
2007,South Africa,Coal,241,50.02,31.75,61.1,836
2007,South Africa,Natural Gas,20.5,5.85,1.8,2.3,493
2007,South Africa,Oil & Gas,30.6,9.98,3.07,4.9,661
2007,South Africa,Hydropower,10.2,3.06,2.73,2.9,4
2007,South Africa,Nuclear,20.2,2.88,8.86,7.3,12
2007,South Africa,Wind,18.9,7.71,3.53,26.8,11
2007,South Africa,Solar,7.1,4.77,1.13,23,45
2008,South Africa,Coal,239.5,49.71,31.6,57.3,821
2008,South Africa,Natural Gas,20.8,5.94,1.75,2.3,502
2008,South Africa,Oil & Gas,29.9,9.75,3.15,4.8,636
2008,South Africa,Hydropower,10,3,2.65,2.9,4
2008,South Africa,Nuclear,19.7,2.81,8.51,7.3,12
2008,South Africa,Wind,20.5,8.36,3.87,29.5,11
2008,South Africa,Solar,8.8,5.91,1.4,30.7,46
2009,South Africa,Coal,244.6,50.77,31.97,58.6,828
2009,South Africa,Natural Gas,20.3,5.79,1.71,2.4,487
2009,South Africa,Oil & Gas,30.3,9.88,3.27,4.9,664
2009,South Africa,Hydropower,10.5,3.15,2.88,3,4
2009,South Africa,Nuclear,20.5,2.93,9.01,7.5,12
2009,South Africa,Wind,22.7,9.25,4.44,31.7,11
2009,South Africa,Solar,10.6,7.12,1.6,35.8,44
2010,South Africa,Coal,232.2,48.19,29.11,59.1,829
2010,South Africa,Natural Gas,20.4,5.82,1.76,2.3,494
2010,South Africa,Oil & Gas,30.6,9.98,3.07,5,643
2010,South Africa,Hydropower,10.6,3.18,2.8,3.1,4
2010,South Africa,Nuclear,20.7,2.95,8.4,7.4,12
2010,South Africa,Wind,25.7,10.48,4.89,36.6,11
2010,South Africa,Solar,12.6,8.46,2.02,44.4,46
2011,South Africa,Coal,228.8,47.49,27.74,56,814
2011,South Africa,Natural Gas,21.5,6.14,1.74,2.5,496
2011,South Africa,Oil & Gas,30.8,10.05,3.21,4.9,635
2011,South Africa,Hydropower,10.8,3.24,2.75,3.2,4
2011,South Africa,Nuclear,21.2,3.03,9.1,7.2,12
2011,South Africa,Wind,27.9,11.37,5.5,38.5,11
2011,South Africa,Solar,15.3,10.27,2.4,52.5,45
2012,South Africa,Coal,229.7,47.68,29.57,55.3,813
2012,South Africa,Natural Gas,20.8,5.94,1.7,2.4,490
2012,South Africa,Oil & Gas,30,9.78,3.29,5,645
2012,South Africa,Hydropower,10.7,3.21,2.75,3.1,4
2012,South Africa,Nuclear,20.2,2.88,8.15,7.3,12
2012,South Africa,Wind,30.7,12.52,5.57,45.2,11
2012,South Africa,Solar,17.6,11.82,2.83,56.3,45
2013,South Africa,Coal,227.1,47.14,27.93,57.2,816
2013,South Africa,Natural Gas,21,5.99,1.68,2.4,484
2013,South Africa,Oil & Gas,30.9,10.08,3.31,5.3,641
2013,South Africa,Hydropower,10.4,3.12,2.74,3.1,4
2013,South Africa,Nuclear,20.3,2.9,8.86,7.2,12
2013,South Africa,Wind,34.6,14.11,6.64,50.1,11
2013,South Africa,Solar,21.6,14.5,3.34,75.1,46
2014,South Africa,Coal,220,45.66,27.32,56.2,827
2014,South Africa,Natural Gas,21.2,6.05,1.77,2.5,496
2014,South Africa,Oil & Gas,30.1,9.82,3.26,5,638
2014,South Africa,Hydropower,11,3.3,2.88,3.2,4
2014,South Africa,Nuclear,21.4,3.05,9.05,7.9,12
2014,South Africa,Wind,39.3,16.02,7.29,53.4,11
2014,South Africa,Solar,26.2,17.59,4.15,87.5,44
2015,South Africa,Coal,227,47.11,29.61,57,800
2015,South Africa,Natural Gas,21.2,6.05,1.79,2.4,479
2015,South Africa,Oil & Gas,29.9,9.75,3.11,4.7,658
2015,South Africa,Hydropower,10.8,3.24,2.92,3.1,4
2015,South Africa,Nuclear,21.6,3.08,9.03,7.6,12
2015,South Africa,Wind,43.4,17.69,7.82,63.9,11
2015,South Africa,Solar,31.9,21.42,5.23,108.3,44
2016,South Africa,Coal,215.2,44.67,27.37,54.3,831
2016,South Africa,Natural Gas,22.2,6.34,1.93,2.5,501
2016,South Africa,Oil & Gas,30.7,10.01,3.23,5.1,634
2016,South Africa,Hydropower,11.2,3.36,2.86,3.4,4
2016,South Africa,Nuclear,20.7,2.95,8.94,7.4,12
2016,South Africa,Wind,48.6,19.81,9.54,67.6,11
2016,South Africa,Solar,40,26.86,6.59,139.7,44
2017,South Africa,Coal,214.1,44.44,26.04,51.3,809
2017,South Africa,Natural Gas,22.2,6.34,1.91,2.4,484
2017,South Africa,Oil & Gas,31.1,10.14,3.23,5.2,637
2017,South Africa,Hydropower,11,3.3,3,3.3,4
2017,South Africa,Nuclear,21.8,3.11,9.36,7.8,12
2017,South Africa,Wind,55.3,22.55,10.87,79.5,11
2017,South Africa,Solar,50.1,33.64,8.08,159.8,45
2018,South Africa,Coal,199.3,41.37,26.04,49.7,810
2018,South Africa,Natural Gas,22.4,6.39,1.88,2.5,480
2018,South Africa,Oil & Gas,30.5,9.95,3.06,5.2,656
2018,South Africa,Hydropower,10.7,3.21,2.79,3.4,4
2018,South Africa,Nuclear,20.8,2.97,8.34,7.2,12
2018,South Africa,Wind,65.4,26.66,11.89,96.4,11
2018,South Africa,Solar,66.6,44.72,10.92,218.6,45
2019,South Africa,Coal,201.4,41.8,26.53,51,824
2019,South Africa,Natural Gas,22.4,6.39,1.95,2.5,495
2019,South Africa,Oil & Gas,30.3,9.88,3.21,5.2,645
2019,South Africa,Hydropower,11.3,3.39,3.01,3.4,4
2019,South Africa,Nuclear,21.3,3.04,8.65,7.4,12
2019,South Africa,Wind,76.4,31.15,14.84,105.2,11
2019,South Africa,Solar,81.8,54.93,13.06,273.5,45
2020,South Africa,Coal,194,40.27,25.48,50.5,815
2020,South Africa,Natural Gas,22.6,6.45,1.86,2.6,492
2020,South Africa,Oil & Gas,29.9,9.75,3.2,4.7,646
2020,South Africa,Hydropower,11.3,3.39,3.04,3.2,4
2020,South Africa,Nuclear,21.6,3.08,8.93,8.1,12
2020,South Africa,Wind,83.5,34.04,15.57,119.2,11
2020,South Africa,Solar,104,69.84,16.87,359.6,46
2021,South Africa,Coal,195.3,40.54,24.98,46.6,802
2021,South Africa,Natural Gas,22.7,6.48,1.87,2.6,478
2021,South Africa,Oil & Gas,31.3,10.21,3.33,5.4,664
2021,South Africa,Hydropower,11.4,3.42,3.07,3.6,4
2021,South Africa,Nuclear,21.4,3.05,8.88,7.3,12
2021,South Africa,Wind,99.2,40.44,18.62,136.1,11
2021,South Africa,Solar,138.7,93.14,21.31,473.6,46
2022,South Africa,Coal,181.9,37.75,23.31,46.9,820
2022,South Africa,Natural Gas,23.8,6.79,2.06,2.7,488
2022,South Africa,Oil & Gas,30,9.78,3.22,5.1,662
2022,South Africa,Hydropower,11.2,3.36,2.96,3.3,4
2022,South Africa,Nuclear,21.5,3.07,8.62,7.6,12
2022,South Africa,Wind,113.9,46.44,21.69,162.4,11
2022,South Africa,Solar,171.3,115.03,28.05,581.4,44
2023,South Africa,Coal,176.7,36.67,21.43,44.3,818
2023,South Africa,Natural Gas,24,6.85,2.01,2.7,490
2023,South Africa,Oil & Gas,30.6,9.98,3.13,5.1,646
2023,South Africa,Hydropower,11.6,3.48,2.95,3.4,4
2023,South Africa,Nuclear,21.1,3.01,9.15,7.2,12
2023,South Africa,Wind,128.4,52.35,24.88,185.5,11
2023,South Africa,Solar,217,145.72,33.82,732.4,46
2024,South Africa,Coal,177.6,36.86,22.72,43.5,823
2024,South Africa,Natural Gas,23.7,6.76,2.06,2.8,487
2024,South Africa,Oil & Gas,30.2,9.85,3.26,5,663
2024,South Africa,Hydropower,11.5,3.45,3.11,3.5,4
2024,South Africa,Nuclear,21.6,3.08,8.78,8.1,12
2024,South Africa,Wind,151.5,61.77,27.57,207.7,11
2024,South Africa,Solar,287.9,193.33,45.73,978.8,46
